year,price
2008,41.09
2008,41.1
2008,41.1
2008,41.17
2008,41.1
2008,41.1
2008,41.16
2008,41.1
2008,41.09
2008,41.09
2008,41.09
2008,41.11
2008,41.11
2008,41.09
2008,41.1
2008,41.3199
2008,41.08
2008,41.05
2008,41.05
2008,41.07
2008,41.07
2008,41.05
2008,41.13
2008,41.1
2008,41.14
2008,41.07
2008,41.12
2008,41.06
2008,41.07
2008,41.13
2008,41.07
2008,41.12
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.07
2008,41.1
2008,41.1
2008,41.09
2008,41.05
2008,41.1
2008,41.1
2008,41.05
2008,41.07
2008,41.09
2008,41.1
2008,41.09
2008,41.1
2008,41.08
2008,41.09
2008,41.06
2008,41.09
2008,41.09
2008,41.08
2008,41.07
2008,41.07
2008,41.1
2008,41.07
2008,41.05
2008,41.1
2008,41.1
2008,41.1
2008,41.08
2008,41.11
2008,41.08
2008,41.09
2008,41.06
2008,41.06
2008,41.04
2008,41.04
2008,41.01
2008,41.01
2008,41.02
2008,41.01
2008,41.01
2008,41
2008,41.02
2008,41.06
2008,41.04
2008,41.01
2008,41.01
2008,41.07
2008,41.07
2008,41.01
2008,41
2008,41.09
2008,41.07
2008,41.09
2008,41.09
2008,41
2008,41
2008,41
2008,41.09
2008,41
2008,41.01
2008,41.07
2008,41
2008,41.07
2008,41.04
2008,41
2008,41.07
2008,41.04
2008,41.07
2008,41
2008,41
2008,41
2008,41.08
2008,41.09
2008,41.09
2008,41.09
2008,41.13
2008,41.13
2008,41.13
2008,41.13
2008,41.13
2008,41.14
2008,41.14
2008,41.14
2008,41.14
2008,41.14
2008,41.14
2008,41.16
2008,41.1
2008,41.1
2008,41.07
2008,41.06
2008,41.17
2008,41.16
2008,41.15
2008,41.16
2008,41.16
2008,41.17
2008,41.17
2008,41.17
2008,41.17
2008,41.16
2008,41.17
2008,41.11
2008,41.16
2008,41.16
2008,41.16
2008,41.09
2008,41.1
2008,41.07
2008,41.06
2008,41.06
2008,41.06
2008,41.06
2008,41.07
2008,41.08
2008,41.08
2008,41.08
2008,41.07
2008,41.07
2008,41.07
2008,41.07
2008,41.06
2008,41.05
2008,41.13
2008,41.07
2008,41.06
2008,41.1
2008,41.06
2008,41.1
2008,41.02
2008,41.05
2008,41
2008,41.07
2008,41.06
2008,41.02
2008,41.03
2008,41.03
2008,41.03
2008,41.08
2008,41.08
2008,41.05
2008,41.01
2008,41.01
2008,41.01
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.06
2008,41.07
2008,41.07
2008,41.07
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.08
2008,41.1
2008,41.1
2008,41.07
2008,41.07
2008,41.09
2008,41.1
2008,41.12
2008,41.13
2008,41.17
2008,41.21
2008,41.1
2008,41.1
2008,41.1
2008,41.21
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.18
2008,41.1
2008,41.13
2008,41.13
2008,41.2
2008,41.13
2008,41.1
2008,41.07
2008,41.06
2008,41.09
2008,41.12
2008,41.12
2008,41.11
2008,41.12
2008,41.12
2008,41.12
2008,41.1299
2008,41.1
2008,41.04
2008,41.05
2008,41.1
2008,41.04
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.05
2008,41.1199
2008,41.04
2008,41.1199
2008,41.1199
2008,41.1199
2008,41.05
2008,41.04
2008,41.04
2008,41.03
2008,41.01
2008,41.03
2008,41.01
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41.02
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41.01
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41.01
2008,41
2008,41.01
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41.01
2008,41.01
2008,41.01
2008,41
2008,41.01
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41.03
2008,41
2008,41
2008,41.02
2008,41.03
2008,41.03
2008,41.02
2008,41.02
2008,41
2008,41
2008,41
2008,41.02
2008,41
2008,41
2008,41
2008,41
2008,41.01
2008,41.01
2008,41.002
2008,41.01
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41.01
2008,41.01
2008,41.01
2008,41.01
2008,41.02
2008,41.01
2008,41.02
2008,41.02
2008,41.02
2008,41
2008,40.99
2008,41.02
2008,41.02
2008,41.02
2008,41
2008,41
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41.01
2008,41.01
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41
2008,41
2008,41.02
2008,41
2008,41
2008,41.02
2008,41
2008,41
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41.02
2008,41
2008,41.02
2008,41.02
2008,41.02
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41.01
2008,41.01
2008,41.01
2008,41.01
2008,41.01
2008,41
2008,41
2008,41
2008,41
2008,41
2008,40.97
2008,41
2008,40.96
2008,41.01
2008,40.99
2008,40.98
2008,41.01
2008,40.99
2008,40.98
2008,40.99
2008,41
2008,41
2008,40.98
2008,40.98
2008,40.99
2008,41
2008,41
2008,41.02
2008,41
2008,41
2008,41.02
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,41
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.98
2008,40.99
2008,40.97
2008,40.97
2008,40.97
2008,40.97
2008,40.96
2008,40.94
2008,40.98
2008,40.94
2008,40.94
2008,40.97
2008,40.94
2008,40.94
2008,40.96
2008,40.93
2008,40.96
2008,40.95
2008,40.98
2008,40.95
2008,40.96
2008,40.95
2008,40.97
2008,40.97
2008,40.95
2008,40.98
2008,40.98
2008,40.98
2008,40.98
2008,40.98
2008,40.98
2008,40.98
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,41
2008,41
2008,40.98
2008,40.98
2008,41
2008,41.02
2008,41.02
2008,41
2008,41
2008,40.99
2008,40.99
2008,40.99
2008,40.93
2008,40.97
2008,40.97
2008,40.97
2008,40.97
2008,40.96
2008,40.96
2008,40.96
2008,40.97
2008,40.99
2008,40.99
2008,41
2008,41
2008,41
2008,41
2008,41.03
2008,40.99
2008,40.99
2008,40.99
2008,40.99
2008,40.98
2008,41.02
2008,41.03
2008,41.03
2008,41.03
2008,41.05
2008,41.05
2008,41.03
2008,41.03
2008,41.05
2008,41.05
2008,41.05
2008,41.05
2008,41.1
2008,41.1
2008,41.11
2008,41.11
2008,41.09
2008,41.08
2008,41.08
2008,41.07
2008,41.1
2008,41.11
2008,41.08
2008,41.08
2008,41.08
2008,41.07
2008,41.11
2008,41.11
2008,41.09
2008,41.09
2008,41.11
2008,41.11
2008,41.08
2008,41.09
2008,41.08
2008,41.09
2008,41.11
2008,41.11
2008,41.11
2008,41.07
2008,41.07
2008,41.07
2008,41.06
2008,41.06
2008,41.06
2008,41.05
2008,41.05
2008,41.09
2008,41.1
2008,41.1
2008,41.1
2008,41.11
2008,41.11
2008,41.11
2008,41.08
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.06
2008,41.06
2008,41.06
2008,41.11
2008,41.11
2008,41.11
2008,41.07
2008,40.99
2008,41.11
2008,41.09
2008,41.07
2008,41.08
2008,41.12
2008,41.09
2008,41.09
2008,41.07
2008,41.1
2008,41.1
2008,41.1
2008,41.1
2008,41.12
2008,41.12
2008,41.12
2008,41.13
2008,41.1
2008,41.08
2008,41.07
2008,41.07
2008,41.08
2008,41.07
2008,41.07
2008,41.07
2008,41.08
2008,41.08
2008,41.06
2008,41.07
2008,41.06
2008,41.08
2008,41.11
2008,41.09
2008,41.09
2008,41.12
2008,41.12
2008,41.07
2008,41.08
2008,41.08
2008,41.1
2008,41.1
2008,41.1
2008,41.07
2008,41.06
2008,41.06
2008,41.06
2008,41.06
2008,41.04
2008,41.07
2008,41.07
2008,41.02
2008,41.01
2008,41.02
2008,41.02
2008,41.01
2008,41.03
2008,41.03
2008,41.03
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.05
2008,41.05
2008,41.05
2008,41.05
2008,41.05
2008,41.03
2008,41.03
2008,41.05
2008,41.05
2008,41.05
2008,41.04
2008,41.05
2008,41.08
2008,41.07
2008,41.06
2008,41.035
2008,41.0301
2008,41.07
2008,41.03
2008,41.04
2008,41.0201
2008,41.05
2008,41.06
2008,41.07
2008,41.04
2008,41.08
2008,41.08
2008,41.08
2008,41.09
2008,41.1
2008,41.12
2008,41.12
2008,41.13
2008,41.08
2008,41.09
2008,41.09
2008,41.11
2008,41.11
2008,41.08
2008,41.08
2008,41.06
2008,41.05
2008,41.05
2008,41.04
2008,41.06
2008,41.06
2008,41.07
2008,41.07
2008,41.07
2008,41.08
2008,41.08
2008,41.06
2008,41.08
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.11
2008,41.12
2008,41.12
2008,41.12
2008,41.12
2008,41.12
2008,41.12
2008,41.12
2008,41.12
2008,41.12
2008,41.12
2008,41.13
2008,41.13
2008,41.13
2008,41.13
2008,41.13
2008,41.11
2008,41.14
2008,41.14
2008,41.14
2008,41.14
2008,41.14
2008,41.14
2008,41.14
2008,41.13
2008,41.1
2008,41.13
2008,41.14
2008,41.08
2008,41.15
2008,41.15
2008,41.15
2008,41.15
2008,41.15
2008,41.15
2008,41.16
2008,41.16
2008,41.15
2008,41.16
2008,41.16
2008,41.15
2008,41.18
2008,41.15
2008,41.18
2008,41.18
2008,41.1512
2008,41.15
2008,41.19
2008,41.15
2008,41.19
2008,41.17
2008,41.18
2008,41.18
2008,41.1695
2008,41.18
2008,41.19
2008,41.19
2008,41.21
2008,41.1882
2008,41.26
2008,41.19
2008,41.2
2008,41.21
2008,41.19
2008,41.26
2008,41.26
2008,41.26
2008,41.26
2008,41.26
2008,41.27
2008,41.26
2008,41.29
2008,41.29
2008,41.32
2008,41.32
2008,41.32
2008,41.35
2008,41.35
2008,41.35
2008,41.35
2008,41.35
2008,41.39
2008,41.37
2008,41.37
2008,41.36
2008,41.36
2008,41.35
2008,41.36
2008,41.3
2008,41.35
2008,41.3525
2008,41.3
2008,41.32
2008,41.32
2008,41.32
2008,41.32
2008,41.32
2008,41.31
2008,41.29
2008,41.29
2008,41.29
2008,41.29
2008,41.27
2008,41.27
2008,41.31
2008,41.27
2008,41.27
2008,41.31
2008,41.31
2008,41.31
2008,41.28
2008,41.28
2008,41.28
2008,41.26
2008,41.29
2008,41.29
2008,41.31
2008,41.31
2008,41.31
2008,41.32
2008,41.32
2008,41.33
2008,41.4
2008,41.4
2008,41.36
2008,41.36
2008,41.39
2008,41.35
2008,41.35
2008,41.34
2008,41.32
2008,41.35
2008,41.27
2008,41.32
2008,41.32
2008,41.32
2008,41.32
2008,41.32
2008,41.34
2008,41.32
2008,41.34
2008,41.31
2008,41.31
2008,41.3
2008,41.29
2008,41.29
2008,41.31
2008,41.31
2008,41.28
2008,41.27
2008,41.27
2008,41.34
2008,41.34
2008,41.34
2008,41.26
2008,41.26
2008,41.26
2008,41.26
2008,41.32
2008,41.28
2008,41.2504
2008,41.25
2008,41.28
2008,41.27
2008,41.27
2008,41.28
2008,41.28
2008,41.27
2008,41.29
2008,41.27
2008,41.27
2008,41.28
2008,41.27
2008,41.29
2008,41.27
2008,41.29
2008,41.29
2008,41.3
2008,41.29
2008,41.29
2008,41.29
2008,41.33
2008,41.29
2008,41.36
2008,41.36
2008,41.31
2008,41.31
2008,41.31
2008,41.37
2008,41.37
2008,41.31
2008,41.34
2008,41.33
2008,41.37
2008,41.38
2008,41.37
2008,41.37
2008,41.38
2008,41.33
2008,41.33
2008,41.38
2008,41.38
2008,41.38
2008,41.35
2008,41.35
2008,41.37
2008,41.36
2008,41.38
2008,41.35
2008,41.35
2008,41.33
2008,41.33
2008,41.33
2008,41.3
2008,41.32
2008,41.31
2008,41.29
2008,41.31
2008,41.29
2008,41.25
2008,41.28
2008,41.27
2008,41.25
2008,41.25
2008,41.28
2008,41.28
2008,41.3
2008,41.3
2008,41.33
2008,41.3
2008,41.33
2008,41.29
2008,41.27
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.245
2008,41.25
2008,41.26
2008,41.26
2008,41.256
2008,41.25
2008,41.25
2008,41.25
2008,41.28
2008,41.28
2008,41.27
2008,41.28
2008,41.28
2008,41.28
2008,41.28
2008,41.28
2008,41.28
2008,41.28
2008,41.28
2008,41.28
2008,41.3
2008,41.3
2008,41.3
2008,41.3
2008,41.31
2008,41.28
2008,41.31
2008,41.31
2008,41.31
2008,41.31
2008,41.31
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.38
2008,41.33
2008,41.32
2008,41.362
2008,41.37
2008,41.32
2008,41.31
2008,41.3
2008,41.3
2008,41.3
2008,41.29
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.33
2008,41.35
2008,41.28
2008,41.28
2008,41.27
2008,41.27
2008,41.3
2008,41.3
2008,41.31
2008,41.27
2008,41.27
2008,41.27
2008,41.27
2008,41.25
2008,41.25
2008,41.29
2008,41.26
2008,41.26
2008,41.26
2008,41.29
2008,41.29
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.29
2008,41.29
2008,41.29
2008,41.32
2008,41.3
2008,41.3
2008,41.3
2008,41.3
2008,41.33
2008,41.29
2008,41.32
2008,41.32
2008,41.28
2008,41.31
2008,41.28
2008,41.27
2008,41.27
2008,41.26
2008,41.25
2008,41.25
2008,41.25
2008,41.29
2008,41.29
2008,41.25
2008,41.23
2008,41.29
2008,41.31
2008,41.29
2008,41.31
2008,41.32
2008,41.33
2008,41.32
2008,41.32
2008,41.32
2008,41.32
2008,41.32
2008,41.32
2008,41.33
2008,41.32
2008,41.36
2008,41.31
2008,41.31
2008,41.31
2008,41.3
2008,41.32
2008,41.32
2008,41.35
2008,41.32
2008,41.29
2008,41.25
2008,41.2782
2008,41.2782
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.2828
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.25
2008,41.245
2008,41.24
2008,41.25
2008,41.22
2008,41.21
2008,41.21
2008,41.21
2008,41.21
2008,41.21
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.2
2008,41.22
2008,41.2
2008,41.22
2008,41.22
2008,41.19
2008,41.16
2008,41.13
2008,41.19
2008,41.181
2008,41.14
2008,41.13
2008,41.12
2008,41.1
2008,41.09
2008,41.09
2008,41.09
2008,41.08
2008,41.08
2008,41.08
2008,41.05
2008,41.04
2008,41.01
2008,41.01
2008,41.01
2008,41.01
2008,41.01
2008,41.01
2008,41.01
2008,41
2008,41.01
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41
2008,41.03
2008,41
2008,41
2008,41.04
2008,41
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.01
2008,41.01
2008,41
2008,41.01
2008,41
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.04
2008,41.05
2008,41.04
2008,41.04
2008,41.03
2008,41.04
2008,41.04
2008,41.03
2008,41.03
2008,41.08
2008,41.06
2008,41.07
2008,41.08
2008,41.08
2008,41.08
2008,41.08
2008,41.08
2008,41.08
2008,41.08
2008,41.08
2008,41.08
2008,41.07
2008,41.04
2008,41.04
2008,41.07
2008,41.08
2008,41.1
2008,41.1
2008,41.09
2008,41.1
2008,41.11
2008,41.1
2008,41.1
2008,41.11
2008,41.08
2008,41.08
2008,41.1
2008,41.11
2008,41.08
2008,41.08
2008,41.08
2008,41.08
2008,41.11
2008,41.09
2008,41.06
2008,41.09
2008,41.11
2008,41.09
2008,41.09
2008,41.09
2008,41.09
2008,41.05
2008,41.05
2008,41.09
2008,41.0419
2008,41.05
2008,41.1
2008,41.06
2008,41.09
2008,41.03
2008,41.08
2008,41.1
2008,41.04
2008,41.04
2008,41.05
2008,41.09
2008,41.03
2008,41.03
2008,41.08
2008,41.09
2008,41.09
2008,41.09
2008,41.06
2008,41.05
2008,41.08
2008,41.05
2008,41.04
2008,41.09
2008,41.04
2008,41.05
2008,41.03
2008,41.03
2008,41.03
2008,41.03
2008,41.03
2008,41.02
2008,41.02
2008,41.02
2008,41.01
2008,41.05
2008,41.0105
2008,41.01
2008,41.01
2008,41
2008,41.01
2008,41.01
2008,41
2008,41.04
2008,41.04
2008,41.04
2008,41.05
2008,41.05
2008,41.05
2008,41.04
2008,41.04
2008,41.04
