SN,Average
19199,125
19200,650
19201,255
19202,75
19203,205
19204,23.5
19205,95
19206,95
19207,42.5
19208,27.5
19209,52.5
19210,195
19211,175
19212,75
19213,55
19214,77.5
19215,135
19216,102.5
19217,57.5
19218,115
19219,77.5
19220,215
19221,17.5
19222,16
19223,29
19224,23.5
19225,29
19226,37.5
19227,20
19228,42.5
19229,27.5
19230,32.5
19231,20
19232,22
19233,32.5
19234,29
19235,57.5
19236,47.5
19237,40
19238,32.5
19239,34
19240,47.5
19241,32.5
19242,29
19243,21
19244,32.5
19245,18
19246,47.5
19247,57.5
19248,37.5
19249,77.5
19250,77.5
19251,77.5
19252,47.5
19253,77.5
19254,42.5
19255,155
19256,165
19257,55
19258,65
19259,55
19260,55
19261,95
19262,57.5
19263,115
19264,125
19265,77.5
19266,145
19267,47.5
19268,75
19269,135
19270,65
19271,195
19272,125
19273,125
19274,550
19275,265
19276,65
19277,195
19278,20
19279,105
19280,95
19281,42.5
19282,22.5
19283,52.5
19284,195
19285,175
19286,75
19287,55
19288,77.5
19289,125
19290,102.5
19291,62.5
19292,115
19293,215
19294,19
19295,17.5
19296,28
19297,24
19298,29
19299,40
19300,22
19301,42.5
19302,22.5
19303,22
19304,23
19305,29
19306,32.5
19307,57.5
19308,47.5
19309,32.5
19310,22.5
19311,36
19312,47.5
19313,27.5
19314,29
19315,21
19316,32.5
19317,77.5
19318,18
19319,57.5
19320,42.5
19321,77.5
19322,77.5
19323,77.5
19324,57.5
19325,77.5
19326,47.5
19327,190
19328,165
19329,55
19330,65
19331,55
19332,55
19333,85
19334,57.5
19335,115
19336,115
19337,77.5
19338,135
19339,57.5
19340,75
19341,135
19342,65
19343,195
19344,125
19345,115
19346,550
19347,265
19348,70
19349,20
19350,105
19351,135
19352,42.5
19353,27.5
19354,52.5
19355,190
19356,175
19357,57.5
19358,52.5
19359,57.5
19360,155
19361,102.5
19362,65
19363,115
19364,57.5
19365,215
19366,17.5
19367,19
19368,28
19369,24.5
19370,29
19371,37.5
19372,24
19373,42.5
19374,22.5
19375,23.5
19376,22.5
19377,32.5
19378,37.5
19379,57.5
19380,42.5
19381,37.5
19382,32.5
19383,34
19384,47.5
19385,32.5
19386,47.5
19387,22
19388,32.5
19389,57.5
19390,22
19391,57.5
19392,37.5
19393,62.5
19394,62.5
19395,62.5
19396,47.5
19397,62.5
19398,42.5
19399,175
19400,190
19401,55
19402,65
19403,55
19404,55
19405,67.5
19406,57.5
19407,115
19408,125
19409,57.5
19410,145
19411,47.5
19412,75
19413,135
19414,65
19415,195
19416,125
19417,115
19418,550
19419,255
19420,65
19421,21
19422,105
19423,145
19424,42.5
19425,27.5
19426,52.5
19427,185
19428,175
19429,57.5
19430,55
19431,47.5
19432,135
19433,100
19434,65
19435,115
19436,57.5
19437,215
19438,20
19439,22.5
19440,29
19441,24.5
19442,29.5
19443,37.5
19444,22
19445,42.5
19446,27.5
19447,27.5
19448,23.5
19449,32.5
19450,32.5
19451,62.5
19452,37.5
19453,115
19454,30
19455,29
19456,37.5
19457,47.5
19458,30
19459,29
19460,23
19461,27.5
19462,57.5
19463,22
19464,57.5
19465,77.5
19466,77.5
19467,77.5
19468,57.5
19469,77.5
19470,47.5
19471,165
19472,195
19473,55
19474,65
19475,55
19476,57.5
19477,55
19478,95
19479,57.5
19480,115
19481,135
19482,77.5
19483,145
19484,57.5
19485,75
19486,135
19487,65
19488,195
19489,125
19490,105
19491,550
19492,255
19493,65
19494,19
19495,105
19496,145
19497,37.5
19498,24
19499,52.5
19500,195
19501,195
19502,175
19503,55
19504,55
19505,47.5
19506,135
19507,97.5
19508,65
19509,85
19510,57.5
19511,215
19512,22.5
19513,22.5
19514,29
19515,24.5
19516,29.5
19517,37.5
19518,22.5
19519,57.5
19520,27.5
19521,27.5
19522,37.5
19523,47.5
19524,57.5
19525,42.5
19526,22.5
19527,22.5
19528,31
19529,42.5
19530,22.5
19531,32.5
19532,22
19533,31
19534,77.5
19535,22.5
19536,57.5
19537,85
19538,85
19539,85
19540,77.5
19541,85
19542,42.5
19543,155
19544,195
19545,55
19546,65
19547,55
19548,57.5
19549,55
19550,85
19551,57.5
19552,115
19553,125
19554,77.5
19555,145
19556,57.5
19557,75
19558,135
19559,65
19560,195
19561,125
19562,95
19563,550
19564,265
19565,65
19566,23.5
19567,97.5
19568,125
19569,37.5
19570,27.5
19571,52.5
19572,175
19573,85
19574,195
19575,175
19576,55
19577,55
19578,42.5
19579,245
19580,97.5
19581,65
19582,75
19583,57.5
19584,215
19585,27.5
19586,26
19587,29
19588,24.5
19589,29.5
19590,42.5
19591,27.5
19592,45
19593,25
19594,26.5
19595,37.5
19596,37.5
19597,65
19598,42.5
19599,27.5
19600,27.5
19601,55
19602,57.5
19603,57.5
19604,42.5
19605,23.5
19606,29
19607,77.5
19608,27.5
19609,57.5
19610,57.5
19611,57.5
19612,77.5
19613,77.5
19614,67.5
19615,77.5
19616,42.5
19617,155
19618,190
19619,55
19620,75
19621,55
19622,57.5
19623,55
19624,77.5
19625,57.5
19626,115
19627,135
19628,62.5
19629,145
19630,57.5
19631,75
19632,135
19633,65
19634,195
19635,125
19636,95
19637,550
19638,265
19639,65
19640,21.5
19641,105
19642,95
19643,37.5
19644,25
19645,55
19646,105
19647,195
19648,175
19649,65
19650,55
19651,47.5
19652,155
19653,97.5
19654,65
19655,75
19656,57.5
19657,215
19658,27.5
19659,22.5
19660,31
19661,26
19662,29
19663,40
19664,23.5
19665,52.5
19666,22.5
19667,27.5
19668,32.5
19669,47.5
19670,57.5
19671,37.5
19672,115
19673,19
19674,32.5
19675,30
19676,47.5
19677,42.5
19678,42.5
19679,22
19680,32.5
19681,45
19682,52.5
19683,72.5
19684,72.5
19685,72.5
19686,57.5
19687,72.5
19688,47.5
19689,165
19690,195
19691,55
19692,65
19693,55
19694,57.5
19695,55
19696,95
19697,57.5
19698,105
19699,145
19700,72.5
19701,145
19702,57.5
19703,75
19704,135
19705,135
19706,195
19707,125
19708,95
19709,500
19710,265
19711,65
19712,22.5
19713,105
19714,115
19715,37.5
19716,27.5
19717,52.5
19718,190
19719,175
19720,55
19721,52.5
19722,72.5
19723,145
19724,97.5
19725,65
19726,75
19727,52.5
19728,215
19729,22.5
19730,27.5
19731,31
19732,25.5
19733,29.5
19734,42.5
19735,24
19736,52.5
19737,27.5
19738,18
19739,29
19740,52.5
19741,77.5
19742,42.5
19743,22
19744,27.5
19745,39
19746,47.5
19747,39
19748,47.5
19749,23
19750,32.5
19751,57.5
19752,32.5
19753,39
19754,47.5
19755,57.5
19756,57.5
19757,57.5
19758,47.5
19759,57.5
19760,45
19761,155
19762,190
19763,55
19764,65
19765,55
19766,57.5
19767,55
19768,77.5
19769,57.5
19770,115
19771,125
19772,57.5
19773,145
19774,57.5
19775,75
19776,135
19777,65
19778,195
19779,125
19780,95
19781,550
19782,265
19783,70
19784,23.5
19785,105
19786,115
19787,47.5
19788,27.5
19789,57.5
19790,185
19791,175
19792,40
19793,57.5
19794,47.5
19795,165
19796,97.5
19797,65
19798,105
19799,57.5
19800,215
19801,27.5
19802,30
19803,32.5
19804,27
19805,29.5
19806,41
19807,26.5
19808,52.5
19809,23.5
19810,27.5
19811,32.5
19812,52.5
19813,77.5
19814,50
19815,20
19816,27.5
19817,47.5
19818,57.5
19819,42.5
19820,42.5
19821,23.5
19822,30
19823,77.5
19824,32.5
19825,39
19826,42.5
19827,67.5
19828,67.5
19829,42.5
19830,67.5
19831,37.5
19832,155
19833,165
19834,55
19835,75
19836,55
19837,55
19838,85
19839,57.5
19840,115
19841,135
19842,67.5
19843,175
19844,57.5
19845,75
19846,135
19847,65
19848,195
19849,130
19850,85
19851,450
19852,265
19853,67.5
19854,23.5
19855,105
19856,105
19857,42.5
19858,27.5
19859,57.5
19860,185
19861,175
19862,37.5
19863,47.5
19864,37.5
19865,175
19866,97.5
19867,65
19868,105
19869,57.5
19870,215
19871,29
19872,32.5
19873,33
19874,29
19875,29
19876,41
19877,26
19878,55
19879,22.5
19880,20
19881,29
19882,47.5
19883,77.5
19884,52.5
19885,95
19886,21
19887,40
19888,47.5
19889,47.5
19890,45
19891,42.5
19892,23.5
19893,32.5
19894,67.5
19895,22.5
19896,39
19897,57.5
19898,57.5
19899,57.5
19900,57.5
19901,47.5
19902,57.5
19903,42.5
19904,155
19905,175
19906,55
19907,135
19908,55
19909,57.5
19910,55
19911,85
19912,57.5
19913,115
19914,145
19915,57.5
19916,175
19917,57.5
19918,75
19919,135
19920,65
19921,195
19922,130
19923,85
19924,450
19925,255
19926,65
19927,23.5
19928,105
19929,85
19930,52.5
19931,25
19932,55
19933,185
19934,175
19935,39
19936,55
19937,42.5
19938,180
19939,97.5
19940,65
19941,105
19942,57.5
19943,210
19944,34
19945,37.5
19946,33
19947,27.5
19948,29
19949,42.5
19950,25
19951,52.5
19952,22.5
19953,27.5
19954,32.5
19955,50
19956,77.5
19957,52.5
19958,27.5
19959,42.5
19960,42.5
19961,47.5
19962,42.5
19963,42.5
19964,23
19965,32.5
19966,57.5
19967,32.5
19968,42.5
19969,57.5
19970,62.5
19971,62.5
19972,62.5
19973,42.5
19974,62.5
19975,47.5
19976,155
19977,190
19978,55
19979,135
19980,55
19981,57.5
19982,55
19983,85
19984,57.5
19985,115
19986,135
19987,57.5
19988,155
19989,57.5
19990,75
19991,135
19992,65
19993,195
19994,130
19995,85
19996,450
19997,255
19998,65
19999,23.5
20000,105
20001,95
20002,45
20003,32.5
20004,55
20005,195
20006,175
20007,42.5
20008,52.5
20009,47.5
20010,190
20011,92.5
20012,65
20013,105
20014,57.5
20015,215
20016,37.5
20017,46
20018,33
20019,29
20020,29
20021,42.5
20022,23.5
20023,52.5
20024,22.5
20025,27.5
20026,32.5
20027,52.5
20028,77.5
20029,45
20030,95
20031,27.5
20032,42.5
20033,42
20034,47.5
20035,42.5
20036,42.5
20037,23.5
20038,32.5
20039,77.5
20040,27.5
20041,39
20042,57.5
20043,67.5
20044,67.5
20045,67.5
20046,47.5
20047,77.5
20048,47.5
20049,165
20050,190
20051,55
20052,135
20053,55
20054,57.5
20055,85
20056,57.5
20057,115
20058,145
20059,75
20060,155
20061,47.5
20062,75
20063,135
20064,65
20065,195
20066,115
20067,80
20068,450
20069,255
20070,65
20071,22.5
20072,105
20073,85
20074,42.5
20075,27.5
20076,55
20077,205
20078,175
20079,45
20080,52.5
20081,47.5
20082,195
20083,92.5
20084,65
20085,105
20086,57.5
20087,215
20088,34
20089,42.5
20090,34
20091,29
20092,29
20093,41
20094,26
20095,47.5
20096,20
20097,27.5
20098,32.5
20099,42.5
20100,95
20101,47.5
20102,85
20103,22.5
20104,37.5
20105,42
20106,47.5
20107,35
20108,21
20109,32.5
20110,77.5
20111,27.5
20112,39
20113,52.5
20114,77.5
20115,77.5
20116,77.5
20117,77.5
20118,77.5
20119,47.5
20120,155
20121,190
20122,55
20123,135
20124,55
20125,57.5
20126,55
20127,85
20128,57.5
20129,115
20130,145
20131,77.5
20132,165
20133,57.5
20134,75
20135,135
20136,65
20137,195
20138,145
20139,90
20140,450
20141,255
20142,65
20143,21
20144,105
20145,85
20146,45
20147,27.5
20148,62.5
20149,210
20150,175
20151,42.5
20152,55
20153,47.5
20154,210
20155,92.5
20156,65
20157,105
20158,55
20159,215
20160,29
20161,42.5
20162,34
20163,29.5
20164,31
20165,42.5
20166,26.5
20167,39
20168,27.5
20169,22.5
20170,32.5
20171,35
20172,95
20173,42.5
20174,85
20175,25
20176,32.5
20177,42.5
20178,45
20179,32.5
20180,21
20181,32.5
20182,77.5
20183,22.5
20184,39
20185,57.5
20186,77.5
20187,77.5
20188,77.5
20189,67.5
20190,77.5
20191,47.5
20192,155
20193,190
20194,65
20195,135
20196,55
20197,57.5
20198,55
20199,85
20200,57.5
20201,115
20202,125
20203,77.5
20204,145
20205,57.5
20206,75
20207,125
20208,65
20209,195
20210,155
20211,85
20212,450
20213,255
20214,65
20215,21.5
20216,105
20217,85
20218,42.5
20219,35
20220,62.5
20221,215
20222,175
20223,45
20224,52.5
20225,47.5
20226,195
20227,92.5
20228,65
20229,85
20230,57.5
20231,215
20232,27.5
20233,37.5
20234,34
20235,29
20236,31
20237,42.5
20238,26.5
20239,39
20240,22.5
20241,19
20242,29
20243,32.5
20244,95
20245,37.5
20246,65
20247,22.5
20248,27.5
20249,39
20250,47.5
20251,32.5
20252,23.5
20253,29
20254,22.5
20255,39
20256,47.5
20257,77.5
20258,77.5
20259,77.5
20260,47.5
20261,77.5
20262,47.5
20263,165
20264,190
20265,65
20266,125
20267,55
20268,57.5
20269,55
20270,77.5
20271,57.5
20272,105
20273,125
20274,77.5
20275,155
20276,52.5
20277,75
20278,125
20279,65
20280,195
20281,155
20282,90
20283,450
20284,255
20285,65
20286,23.5
20287,105
20288,115
20289,55
20290,25
20291,52.5
20292,205
20293,177.5
20294,37.5
20295,45
20296,45
20297,230
20298,92.5
20299,65
20300,95
20301,57.5
20302,215
20303,27.5
20304,33
20305,34.5
20306,30.5
20307,32.5
20308,42.5
20309,26
20310,42.5
20311,27.5
20312,18
20313,29
20314,32.5
20315,85
20316,37.5
20317,72.5
20318,20
20319,32.5
20320,40
20321,42.5
20322,32.5
20323,47.5
20324,23
20325,32.5
20326,77.5
20327,22.5
20328,39
20329,47.5
20330,77.5
20331,77.5
20332,77.5
20333,47.5
20334,77.5
20335,47.5
20336,155
20337,165
20338,65
20339,135
20340,65
20341,57.5
20342,55
20343,77.5
20344,57.5
20345,105
20346,135
20347,77.5
20348,155
20349,47.5
20350,75
20351,125
20352,65
20353,195
20354,155
20355,85
20356,450
20357,255
20358,60
20359,23.5
20360,105
20361,115
20362,37.5
20363,32.5
20364,52.5
20365,95
20366,205
20367,175
20368,52.5
20369,50
20370,47.5
20371,190
20372,92.5
20373,65
20374,95
20375,57.5
20376,215
20377,22.5
20378,29
20379,34.5
20380,30
20381,32
20382,42.5
20383,26
20384,38
20385,30
20386,18
20387,29
20388,32.5
20389,95
20390,37.5
20391,65
20392,21
20393,27.5
20394,40
20395,41
20396,32.5
20397,47.5
20398,23
20399,32.5
20400,57.5
20401,22.5
20402,39
20403,47.5
20404,57.5
20405,57.5
20406,57.5
20407,47.5
20408,57.5
20409,35
20410,190
20411,160
20412,65
20413,135
20414,65
20415,57.5
20416,55
20417,77.5
20418,47.5
20419,95
20420,125
20421,57.5
20422,145
20423,47.5
20424,75
20425,135
20426,65
20427,195
20428,155
20429,85
20430,450
20431,255
20432,60
20433,23.5
20434,105
20435,115
20436,57.5
20437,32.5
20438,52.5
20439,75
20440,205
20441,175
20442,42.5
20443,52.5
20444,35
20445,230
20446,92.5
20447,65
20448,85
20449,57.5
20450,215
20451,22.5
20452,27
20453,34.5
20454,30.5
20455,31
20456,42.5
20457,26
20458,43
20459,27.5
20460,22
20461,29
20462,27.5
20463,95
20464,32.5
20465,65
20466,22.5
20467,27.5
20468,39
20469,39
20470,27.5
20471,47.5
20472,21
20473,32.5
20474,57.5
20475,57.5
20476,39
20477,45
20478,57.5
20479,57.5
20480,57.5
20481,47.5
20482,57.5
20483,37.5
20484,150
20485,165
20486,65
20487,135
20488,55
20489,57.5
20490,55
20491,85
20492,52.5
20493,105
20494,125
20495,65
20496,155
20497,47.5
20498,75
20499,125
20500,65
20501,195
20502,190
20503,85
20504,450
20505,255
20506,60
20507,23
20508,105
20509,115
20510,52.5
20511,32.5
20512,62.5
20513,90
20514,205
20515,185
20516,55
20517,47.5
20518,42.5
20519,210
20520,87.5
20521,57.5
20522,95
20523,57.5
20524,215
20525,27.5
20526,27.5
20527,34.5
20528,30.5
20529,32
20530,42.5
20531,26
20532,42.5
20533,27.5
20534,16.5
20535,29
20536,35
20537,95
20538,35
20539,65
20540,22.5
20541,27.5
20542,39
20543,39
20544,25
20545,47.5
20546,23
20547,29
20548,32.5
20549,42.5
20550,57.5
20551,57.5
20552,57.5
20553,47.5
20554,57.5
20555,42.5
20556,165
20557,175
20558,57.5
20559,135
20560,55
20561,57.5
20562,55
20563,77.5
20564,47.5
20565,105
20566,115
20567,57.5
20568,145
20569,47.5
20570,75
20571,125
20572,65
20573,195
20574,195
20575,85
20576,450
20577,255
20578,65
20579,23
20580,105
20581,115
20582,52.5
20583,35
20584,57.5
20585,85
20586,205
20587,175
20588,47.5
20589,45
20590,47.5
20591,230
20592,87.5
20593,57.5
20594,95
20595,57.5
20596,215
20597,22.5
20598,24
20599,37
20600,31.5
20601,34.5
20602,55
20603,26.5
20604,42.5
20605,32.5
20606,16.5
20607,29
20608,35
20609,105
20610,32.5
20611,135
20612,65
20613,22.5
20614,27.5
20615,40
20616,37.5
20617,27.5
20618,47.5
20619,23
20620,32.5
20621,47.5
20622,32.5
20623,47.5
20624,47.5
20625,45
20626,57.5
20627,27.5
20628,57.5
20629,32.5
20630,190
20631,165
20632,65
20633,125
20634,55
20635,57.5
20636,55
20637,77.5
20638,47.5
20639,95
20640,115
20641,57.5
20642,155
20643,47.5
20644,75
20645,125
20646,65
20647,195
20648,190
20649,85
20650,450
20651,255
20652,60
20653,23.5
20654,105
20655,115
20656,55
20657,32.5
20658,60
20659,105
20660,205
20661,185
20662,42.5
20663,40
20664,32.5
20665,210
20666,87.5
20667,55
20668,95
20669,57.5
20670,215
20671,22.5
20672,20
20673,37
20674,32.5
20675,34.5
20676,57.5
20677,27.5
20678,45
20679,32.5
20680,16.5
20681,29
20682,37.5
20683,105
20684,37.5
20685,65
20686,22
20687,27.5
20688,40
20689,37.5
20690,17.5
20691,42.5
20692,23
20693,29
20694,57.5
20695,35
20696,47.5
20697,47.5
20698,57.5
20699,57.5
20700,32.5
20701,57.5
20702,32.5
20703,225
20704,165
20705,55
20706,125
20707,55
20708,57.5
20709,55
20710,57.5
20711,47.5
20712,105
20713,115
20714,57.5
20715,145
20716,47.5
20717,75
20718,125
20719,65
20720,195
20721,190
20722,85
20723,450
20724,255
20725,55
20726,23.5
20727,105
20728,115
20729,52.5
20730,32.5
20731,62.5
20732,85
20733,205
20734,175
20735,45
20736,45
20737,32.5
20738,195
20739,87.5
20740,57.5
20741,95
20742,215
20743,22.5
20744,20
20745,37
20746,34
20747,34.5
20748,57.5
20749,30
20750,47.5
20751,32.5
20752,16.5
20753,29
20754,27.5
20755,105
20756,32.5
20757,65
20758,22.5
20759,27.5
20760,37.5
20761,37.5
20762,21.5
20763,42.5
20764,23
20765,29
20766,37.5
20767,47.5
20768,47.5
20769,67.5
20770,67.5
20771,32.5
20772,67.5
20773,47.5
20774,215
20775,160
20776,55
20777,145
20778,55
20779,57.5
20780,55
20781,77.5
20782,57.5
20783,95
20784,105
20785,62.5
20786,145
20787,47.5
20788,75
20789,125
20790,65
20791,195
20792,195
20793,75
20794,450
20795,255
20796,55
20797,23.5
20798,105
20799,105
20800,57.5
20801,27.5
20802,65
20803,95
20804,205
20805,175
20806,45
20807,45
20808,47.5
20809,210
20810,87.5
20811,57.5
20812,95
20813,57.5
20814,215
20815,20
20816,17.5
20817,37
20818,31
20819,34
20820,52.5
20821,35
20822,42.5
20823,32.5
20824,20
20825,29
20826,32.5
20827,105
20828,32.5
20829,125
20830,65
20831,22.5
20832,27.5
20833,36.5
20834,35
20835,25
20836,37.5
20837,23
20838,27.5
20839,32.5
20840,47.5
20841,47.5
20842,27.5
20843,32.5
20844,22.5
20845,57.5
20846,47.5
20847,190
20848,160
20849,55
20850,125
20851,55
20852,57.5
20853,55
20854,77.5
20855,47.5
20856,105
20857,115
20858,77.5
20859,145
20860,47.5
20861,70
20862,125
20863,65
20864,195
20865,195
20866,75
20867,450
20868,265
20869,55
20870,23.5
20871,105
20872,105
20873,57.5
20874,27.5
20875,65
20876,95
20877,205
20878,175
20879,47.5
20880,37.5
20881,47.5
20882,175
20883,87.5
20884,57.5
20885,95
20886,57.5
20887,215
20888,20
20889,16
20890,39
20891,31
20892,34.5
20893,52.5
20894,34
20895,42.5
20896,32.5
20897,19
20898,29
20899,37.5
20900,105
20901,32.5
20902,135
20903,65
20904,25
20905,22.5
20906,36
20907,30
20908,35
20909,42.5
20910,24
20911,29
20912,40
20913,42.5
20914,47.5
20915,57.5
20916,57.5
20917,27.5
20918,57.5
20919,47.5
20920,165
20921,160
20922,47.5
20923,125
20924,55
20925,57.5
20926,55
20927,57.5
20928,95
20929,105
20930,57.5
20931,145
20932,47.5
20933,75
20934,135
20935,65
20936,195
20937,195
20938,75
20939,450
20940,255
20941,55
20942,290
20943,29
20944,105
20945,105
20946,52.5
20947,32.5
20948,62.5
20949,95
20950,210
20951,175
20952,47.5
20953,37.5
20954,47.5
20955,210
20956,92.5
20957,57.5
20958,95
20959,215
20960,22.5
20961,17
20962,38
20963,31
20964,36
20965,52.5
20966,40
20967,42.5
20968,32.5
20969,19
20970,39
20971,35
20972,105
20973,32.5
20974,125
20975,65
20976,23.5
20977,22.5
20978,34
20979,29
20980,32.5
20981,42.5
20982,23
20983,29
20984,42.5
20985,42.5
20986,47.5
20987,32.5
20988,47.5
20989,27.5
20990,57.5
20991,57.5
20992,195
20993,160
20994,55
20995,125
20996,55
20997,57.5
20998,55
20999,57.5
21000,47.5
21001,95
21002,105
21003,57.5
21004,145
21005,47.5
21006,75
21007,125
21008,65
21009,195
21010,205
21011,75
21012,400
21013,255
21014,67.5
21015,290
21016,27.5
21017,105
21018,75
21019,55
21020,32.5
21021,62.5
21022,95
21023,215
21024,175
21025,47.5
21026,45
21027,47.5
21028,210
21029,92.5
21030,57.5
21031,95
21032,215
21033,22.5
21034,19
21035,40
21036,31
21037,37.5
21038,65
21039,33.5
21040,32.5
21041,32.5
21042,19
21043,29
21044,37.5
21045,105
21046,27.5
21047,115
21048,55
21049,20
21050,17.5
21051,37.5
21052,29
21053,21.5
21054,42.5
21055,21
21056,29
21057,32.5
21058,27.5
21059,47.5
21060,57.5
21061,57.5
21062,29
21063,57.5
21064,47.5
21065,190
21066,135
21067,55
21068,115
21069,55
21070,55
21071,57.5
21072,47.5
21073,95
21074,105
21075,57.5
21076,145
21077,47.5
21078,85
21079,135
21080,65
21081,195
21082,210
21083,85
21084,450
21085,255
21086,75
21087,27.5
21088,105
21089,65
21090,47.5
21091,27.5
21092,60
21093,85
21094,185
21095,175
21096,39
21097,45
21098,47.5
21099,190
21100,92.5
21101,57.5
21102,85
21103,215
21104,22.5
21105,16
21106,38.5
21107,31
21108,38.5
21109,67.5
21110,30
21111,35
21112,32.5
21113,17.5
21114,29
21115,35
21116,30
21117,125
21118,47.5
21119,19
21120,19
21121,32.5
21122,27.5
21123,18
21124,37.5
21125,23
21126,29
21127,42.5
21128,30
21129,47.5
21130,57.5
21131,57.5
21132,29
21133,57.5
21134,47.5
21135,190
21136,175
21137,55
21138,115
21139,55
21140,55
21141,57.5
21142,95
21143,105
21144,47.5
21145,145
21146,47.5
21147,85
21148,135
21149,65
21150,195
21151,190
21152,85
21153,450
21154,255
21155,80
21156,24.5
21157,115
21158,85
21159,42.5
21160,27.5
21161,57.5
21162,95
21163,175
21164,175
21165,42.5
21166,45
21167,47.5
21168,110
21169,95
21170,57.5
21171,85
21172,215
21173,22.5
21174,20
21175,41
21176,31
21177,38.5
21178,57.5
21179,27.5
21180,27.5
21181,32.5
21182,17
21183,29
21184,35
21185,105
21186,30
21187,115
21188,47.5
21189,17.5
21190,19
21191,29
21192,27.5
21193,19
21194,42.5
21195,23
21196,27.5
21197,37.5
21198,37.5
21199,47.5
21200,57.5
21201,57.5
21202,57.5
21203,57.5
21204,47.5
21205,190
21206,165
21207,55
21208,115
21209,55
21210,55
21211,57.5
21212,47.5
21213,95
21214,105
21215,57.5
21216,145
21217,47.5
21218,85
21219,135
21220,65
21221,195
21222,190
21223,85
21224,350
21225,255
21226,85
21227,24.5
21228,75
21229,47.5
21230,27.5
21231,52.5
21232,85
21233,175
21234,195
21235,47.5
21236,45
21237,47.5
21238,90
21239,97.5
21240,57.5
21241,85
21242,215
21243,22.5
21244,21
21245,39
21246,31
21247,39
21248,57.5
21249,27.5
21250,30
21251,32.5
21252,18
21253,29
21254,37.5
21255,105
21256,32.5
21257,125
21258,47.5
21259,18
21260,16.5
21261,26.5
21262,29
21263,17.5
21264,37.5
21265,23
21266,29
21267,37.5
21268,37.5
21269,47.5
21270,47.5
21271,57.5
21272,57.5
21273,57.5
21274,47.5
21275,190
21276,125
21277,55
21278,160
21279,55
21280,55
21281,57.5
21282,47.5
21283,95
21284,105
21285,57.5
21286,145
21287,85
21288,135
21289,65
21290,195
21291,195
21292,85
21293,350
21294,255
21295,85
21296,24.5
21297,115
21298,85
21299,47.5
21300,27.5
21301,52.5
21302,95
21303,150
21304,195
21305,47.5
21306,55
21307,47.5
21308,105
21309,105
21310,65
21311,85
21312,215
21313,27.5
21314,25
21315,41
21316,31
21317,39
21318,57.5
21319,30
21320,32.5
21321,34
21322,18
21323,29
21324,35
21325,105
21326,37.5
21327,125
21328,42.5
21329,17.5
21330,17.5
21331,26.5
21332,26.5
21333,17.5
21334,37.5
21335,23
21336,29
21337,42.5
21338,37.5
21339,47.5
21340,57.5
21341,57.5
21342,57.5
21343,57.5
21344,47.5
21345,190
21346,125
21347,55
21348,55
21349,55
21350,57.5
21351,47.5
21352,95
21353,105
21354,57.5
21355,145
21356,47.5
21357,85
21358,130
21359,65
21360,195
21361,195
21362,85
21363,300
21364,255
21365,85
21366,24.5
21367,115
21368,85
21369,52.5
21370,27.5
21371,52.5
21372,95
21373,145
21374,195
21375,47.5
21376,55
21377,47.5
21378,110
21379,105
21380,65
21381,85
21382,215
21383,27.5
21384,22.5
21385,41
21386,31
21387,39
21388,52.5
21389,32
21390,27.5
21391,34
21392,19
21393,37.5
21394,105
21395,35
21396,42.5
21397,16
21398,16.5
21399,26.5
21400,23
21401,17.5
21402,37.5
21403,37.5
21404,47.5
21405,57.5
21406,57.5
21407,42.5
21408,42.5
21409,47.5
21410,212.5
21411,65
21412,47.5
21413,57.5
21414,57.5
21415,55
21416,85
21417,135
21418,195
21419,85
21420,250
21421,255
21422,85
21423,24.5
21424,85
21425,42.5
21426,27.5
21427,52.5
21428,95
21429,150
21430,195
21431,37.5
21432,55
21433,47.5
21434,110
21435,105
21436,65
21437,85
21438,215
21439,23
21440,18
21441,41
21442,31
21443,41
21444,75
21445,30
21446,27.5
21447,30
21448,17
21449,29
21450,35
21451,105
21452,32.5
21453,125
21454,37.5
21455,19
21456,17.5
21457,30
21458,22.5
21459,17.5
21460,52.5
21461,23
21462,30
21463,40
21464,32.5
21465,57.5
21466,27.5
21467,57.5
21468,57.5
21469,57.5
21470,47.5
21471,190
21472,125
21473,65
21474,130
21475,55
21476,55
21477,57.5
21478,95
21479,105
21480,57.5
21481,145
21482,57.5
21483,85
21484,135
21485,65
21486,195
21487,190
21488,85
21489,300
21490,255
21491,80
21492,47.5
21493,115
21494,85
21495,75
21496,27.5
21497,65
21498,95
21499,150
21500,195
21501,37.5
21502,85
21503,47.5
21504,110
21505,105
21506,55
21507,85
21508,215
21509,23.5
21510,18
21511,41
21512,31
21513,44.5
21514,85
21515,32.5
21516,30
21517,32.5
21518,17.5
21519,29
21520,32.5
21521,32.5
21522,37.5
21523,22
21524,20
21525,33.5
21526,19
21527,20
21528,42.5
21529,21
21530,29
21531,37.5
21532,32.5
21533,57.5
21534,57.5
21535,37.5
21536,47.5
21537,57.5
21538,47.5
21539,190
21540,110
21541,55
21542,130
21543,55
21544,55
21545,57.5
21546,47.5
21547,95
21548,105
21549,57.5
21550,145
21551,47.5
21552,85
21553,135
21554,65
21555,195
21556,210
21557,85
21558,300
21559,255
21560,80
21561,52.5
21562,115
21563,100
21564,55
21565,22.5
21566,72.5
21567,95
21568,140
21569,195
21570,37.5
21571,85
21572,47.5
21573,110
21574,105
21575,65
21576,85
21577,215
21578,23.5
21579,16
