date,ncumul_conf
11615.0,
11616.0,65497.0
11647.0,7095.0
11648.0,28824.0
11679.0,58317.0
11680.0,47721.0
11711.0,112316.0
11712.0,
11743.0,13563.0
11744.0,7106.0
11775.0,42735.0
11776.0,17908.0
11807.0,58396.0
11808.0,2591.0
11839.0,65599.0
11840.0,18201.0
11871.0,33220.0
11872.0,84266.0
11903.0,3262.0
11904.0,47811.0
11935.0,12950.0
11936.0,1236.0
11967.0,32578.0
11968.0,2806.0
11999.0,2737.0
12000.0,42807.0
12031.0,12963.0
12032.0,112615.0
12063.0,13620.0
12064.0,7119.0
12095.0,33246.0
12096.0,38114.0
12127.0,47869.0
12128.0,8474.0
12159.0,65730.0
12160.0,18243.0
12191.0,85419.0
12192.0,38144.0
12223.0,12987.0
12224.0,1238.0
12255.0,13677.0
12256.0,7132.0
12287.0,17999.0
12288.0,33328.0
12319.0,47995.0
12320.0,8547.0
12351.0,13705.0
12352.0,7142.0
12383.0,2609.0
12384.0,3266.0
12415.0,13035.0
12416.0,1238.0
12447.0,2840.0
12448.0,13743.0
12479.0,33492.0
12480.0,38356.0
12511.0,13116.0
12512.0,113985.0
12543.0,43258.0
12544.0,18083.0
12575.0,3271.0
12576.0,48276.0
12607.0,1238.0
12608.0,114561.0
12639.0,13846.0
12640.0,7165.0
12671.0,38536.0
12672.0,3075.0
12703.0,32822.0
12704.0,2900.0
12735.0,4886.0
12736.0,18206.0
12767.0,3279.0
12768.0,48579.0
12799.0,1245.0
12800.0,115782.0
12831.0,7210.0
12832.0,29730.0
12863.0,12690.0
12864.0,19277.0
12895.0,14029.0
12896.0,7246.0
12927.0,18378.0
12928.0,33980.0
12959.0,49115.0
12960.0,8846.0
12991.0,19044.0
12992.0,33142.0
13023.0,3102.0
13024.0,61463.0
13055.0,117423.0
13056.0,68298.0
13087.0,30315.0
13088.0,17941.0
13119.0,34307.0
13120.0,39140.0
13151.0,8981.0
13152.0,12969.0
13183.0,30673.0
13184.0,18081.0
13215.0,3344.0
13216.0,50904.0
13247.0,120469.0
13248.0,70341.0
13279.0,7512.0
13280.0,31183.0
13311.0,34757.0
13312.0,39750.0
13343.0,122449.0
13344.0,71173.0
13375.0,5354.0
13376.0,19761.0
13407.0,3392.0
13408.0,53024.0
13439.0,124381.0
13440.0,
13471.0,7679.0
13472.0,32234.0
13503.0,3263.0
13504.0,64457.0
13535.0,3355.0
13536.0,15227.0
13567.0,5601.0
13568.0,20736.0
13599.0,3451.0
13600.0,55093.0
13631.0,1442.0
13632.0,128249.0
13663.0,33314.0
13664.0,18953.0
13695.0,22525.0
13696.0,15452.0
13727.0,15779.0
13728.0,7953.0
13759.0,21717.0
13760.0,35568.0
13791.0,3566.0
13792.0,56934.0
13823.0,132783.0
13824.0,76877.0
13855.0,94016.0
13856.0,41674.0
13887.0,15796.0
13888.0,1599.0
13919.0,16122.0
13920.0,8071.0
13951.0,6020.0
13952.0,22382.0
13983.0,3701.0
13984.0,58091.0
14015.0,16226.0
14016.0,8115.0
14047.0,66586.0
14048.0,3314.0
14079.0,1676.0
14080.0,136787.0
14111.0,8140.0
14112.0,35882.0
14143.0,35952.0
14144.0,42420.0
14175.0,137943.0
14176.0,79409.0
14207.0,6135.0
14208.0,22691.0
14239.0,59059.0
14240.0,10319.0
14271.0,
14272.0,79958.0
14303.0,36577.0
14304.0,19841.0
14335.0,67268.0
14336.0,59331.0
14367.0,16605.0
14368.0,8227.0
14399.0,22833.0
14400.0,36124.0
14431.0,59568.0
14432.0,10460.0
14463.0,140374.0
14464.0,80686.0
14495.0,37202.0
14496.0,19988.0
14527.0,25373.0
14528.0,16229.0
14559.0,16836.0
14560.0,8270.0
14591.0,22957.0
14592.0,36267.0
14623.0,4014.0
14624.0,59984.0
14655.0,141439.0
14656.0,81290.0
14687.0,97221.0
14688.0,43217.0
14719.0,16313.0
14720.0,141787.0
14751.0,8303.0
14752.0,37977.0
14783.0,23070.0
14784.0,36410.0
14815.0,10709.0
14816.0,16181.0
14847.0,38222.0
14848.0,20256.0
14879.0,4105.0
14880.0,60732.0
14911.0,82772.0
14912.0,23514.0
14943.0,38546.0
14944.0,20326.0
14975.0,43785.0
14976.0,3565.0
15007.0,23710.0
15008.0,37881.0
15039.0,43896.0
15040.0,3594.0
15071.0,1916.0
15072.0,145325.0
15103.0,17993.0
15104.0,8391.0
15135.0,23739.0
15136.0,36801.0
15167.0,16965.0
15168.0,147176.0
15199.0,60101.0
15200.0,6658.0
15231.0,4136.0
15232.0,4295.0
15263.0,148907.0
15264.0,
15295.0,8501.0
15296.0,40590.0
15327.0,3798.0
15328.0,70342.0
15359.0,4533.0
15360.0,19356.0
15391.0,7036.0
15392.0,24739.0
15423.0,4495.0
15424.0,65367.0
15455.0,154761.0
15456.0,18074.0
15487.0,42554.0
15488.0,21218.0
15519.0,18548.0
15520.0,157043.0
15551.0,8857.0
15552.0,43525.0
15583.0,38125.0
15584.0,46706.0
15615.0,68707.0
15616.0,12775.0
15647.0,99881.0
15648.0,28162.0
15679.0,74170.0
15680.0,70016.0
15711.0,29171.0
15712.0,42082.0
15743.0,73611.0
15744.0,8155.0
15775.0,76503.0
15776.0,5142.0
15807.0,21024.0
15808.0,2538.0
15839.0,75940.0
15840.0,8509.0
15871.0,23305.0
15872.0,37704.0
15903.0,5568.0
