Timestamp,OutboundUtilzation (%)
16224.0,54.507
16227.0,78.5624
16238.0,43.6476
16241.0,82.8866
16255.0,36.4982
16256.0,45.3588
16263.0,75.6824
16287.0,34.4658
16288.0,21.0565
16309.0,7.83573
16319.0,36.3509
16320.0,39.9072
16339.0,23.9483
16351.0,41.3667
16352.0,34.6878
16370.0,20.9333
16371.0,61.818
16383.0,31.1802
16384.0,23.0235
16390.0,83.531
16401.0,51.6952
16415.0,64.3233
16416.0,64.1363
16433.0,42.0206
16447.0,83.768
16448.0,73.2265
16461.0,47.9675
16476.0,83.0639
16479.0,55.0544
16480.0,61.3249
16488.0,41.7392
16492.0,74.6965
16511.0,47.833
16512.0,52.6843
16516.0,76.3536
16525.0,47.1763
16532.0,66.7802
16541.0,31.3269
16543.0,59.0942
16544.0,62.1321
16551.0,96.0983
16575.0,52.0093
16576.0,52.3675
16591.0,67.3787
16607.0,30.6942
16608.0,47.6046
16609.0,65.153
16639.0,34.9053
16640.0,14.1328
16659.0,62.9357
16664.0,9.28434
16671.0,54.9956
16672.0,68.4026
16681.0,36.6023
16691.0,90.463
16703.0,24.4773
16704.0,32.7528
16708.0,77.8969
16717.0,23.0208
16735.0,92.7669
16736.0,93.2832
16757.0,73.9636
16767.0,96.4272
16768.0,93.9096
16786.0,60.889
16789.0,91.4956
16799.0,75.1184
16800.0,59.0951
16812.0,97.7204
16831.0,58.3203
16832.0,57.6432
16835.0,89.4573
16863.0,31.5605
16864.0,38.0842
16887.0,61.2909
16895.0,45.0891
16896.0,44.0421
16899.0,61.1267
16927.0,31.8063
16928.0,30.364
16943.0,63.7738
16951.0,11.3925
16959.0,92.3496
16960.0,86.3968
16977.0,99.6865
16991.0,54.7263
16992.0,55.2609
16994.0,90.9965
17004.0,59.8815
17012.0,98.7981
17023.0,70.9724
17024.0,59.3744
17025.0,27.4009
17035.0,86.8248
17048.0,40.2052
17055.0,66.5248
17056.0,65.5167
17087.0,88.4826
17088.0,80.1995
17119.0,25.8404
17120.0,35.2083
17133.0,16.2968
17151.0,43.7456
17152.0,36.3991
17167.0,53.8231
17176.0,22.1457
17183.0,78.0422
17184.0,64.3299
17215.0,29.2962
17216.0,48.5452
17238.0,9.74195
17247.0,67.8365
17248.0,76.9615
17264.0,97.9122
17279.0,76.7287
17280.0,65.6992
17283.0,91.3166
17290.0,67.7684
17311.0,85.8149
17312.0,84.2755
17319.0,47.1901
17337.0,69.0846
17343.0,46.9829
17344.0,50.8085
17375.0,63.5149
17376.0,58.0204
17398.0,75.8794
17407.0,57.6951
17408.0,52.916
17420.0,78.1405
17439.0,38.6238
17440.0,40.2848
17471.0,46.6486
17472.0,43.8516
17503.0,39.0378
17504.0,44.1069
17519.0,56.2244
17524.0,32.906
17535.0,53.6785
17536.0,52.9899
17544.0,37.5099
17567.0,58.2773
17568.0,53.8472
17599.0,80.96
17600.0,76.9317
17613.0,58.5188
17631.0,74.6392
17632.0,68.5363
17658.0,77.4664
17663.0,55.8021
17664.0,57.3413
17695.0,68.0656
17696.0,68.5267
17727.0,60.6025
17728.0,57.833
17739.0,77.0109
17759.0,63.2033
17760.0,63.9271
17773.0,81.5692
17791.0,54.4626
17792.0,50.714
17807.0,77.4738
17816.0,41.8633
17823.0,83.9258
17824.0,94.0997
17848.0,58.3903
17855.0,92.5924
17856.0,92.63
17887.0,91.386
17888.0,87.5654
17919.0,83.3703
17920.0,79.2396
17938.0,97.8992
17951.0,72.5862
17952.0,69.8972
17959.0,89.1403
17983.0,67.455
17984.0,76.3388
18008.0,43.9582
18015.0,74.2625
18016.0,75.2828
18038.0,50.5351
18047.0,78.3951
18048.0,76.0831
18079.0,77.1955
18080.0,78.0678
18088.0,92.9751
18097.0,62.9691
18106.0,86.6546
18111.0,65.4582
18112.0,60.6684
18119.0,94.221
18123.0,65.9641
18125.0,98.6693
18143.0,90.4685
18144.0,82.9397
18158.0,69.7326
18160.0,99.136
18168.0,43.3146
18175.0,74.8581
18176.0,68.7612
18191.0,49.8251
18207.0,84.0575
18208.0,81.711
18227.0,96.634
18236.0,73.4211
18239.0,98.0606
18240.0,97.1917
18253.0,77.4959
18271.0,90.8474
18272.0,88.5923
18303.0,58.5822
18304.0,59.5265
18335.0,60.9781
18336.0,62.0857
18365.0,58.4142
18367.0,86.1634
18368.0,79.7714
18371.0,44.0667
18379.0,84.9006
18384.0,66.697
18399.0,81.3395
18400.0,78.8149
18424.0,56.3169
18431.0,75.5728
18432.0,62.642
18440.0,84.9632
18463.0,40.4943
18464.0,42.8514
18479.0,70.0198
18495.0,41.2391
18496.0,40.8791
18500.0,83.3194
18507.0,39.2919
18527.0,83.433
18528.0,84.5341
18559.0,66.3884
18560.0,63.9595
18584.0,24.0016
18591.0,42.1012
18592.0,51.592
18623.0,6.8741
18624.0,10.323
18654.0,12.04
18655.0,55.607
18656.0,9.66179
18668.0,72.3256
18687.0,64.6904
