SNo,Confirmed
6720.0,21.0
6739.0,13.0
6740.0,12.0
6759.0,7.0
6760.0,7.0
6779.0,3.0
6780.0,3.0
6799.0,1.0
6800.0,1.0
6819.0,1.0
6820.0,1.0
6839.0,17963.0
6840.0,15320.0
6859.0,935.0
6860.0,924.0
6879.0,417.0
6880.0,400.0
6899.0,272.0
6900.0,267.0
6919.0,159.0
6920.0,159.0
6939.0,118.0
6940.0,115.0
6959.0,79.0
6960.0,78.0
6979.0,52.0
6980.0,51.0
6999.0,37.0
7000.0,36.0
7019.0,18.0
7020.0,17.0
7039.0,11.0
7040.0,11.0
7059.0,6.0
7060.0,6.0
7079.0,2.0
7080.0,2.0
7099.0,1.0
7100.0,1.0
7119.0,0.0
7120.0,0.0
7139.0,3983.0
7140.0,2994.0
7159.0,793.0
7160.0,762.0
7179.0,425.0
7180.0,420.0
7199.0,285.0
7200.0,285.0
7219.0,168.0
7220.0,164.0
7239.0,128.0
7240.0,127.0
7259.0,83.0
7260.0,80.0
7279.0,64.0
7280.0,56.0
7299.0,42.0
7300.0,40.0
7319.0,19.0
7320.0,19.0
7339.0,13.0
7340.0,12.0
7359.0,6.0
7360.0,6.0
7379.0,3.0
7380.0,2.0
7399.0,1.0
7400.0,1.0
7419.0,0.0
7420.0,0.0
7439.0,6575.0
7440.0,5018.0
7459.0,990.0
7460.0,935.0
7479.0,525.0
7480.0,523.0
7499.0,367.0
7500.0,330.0
7519.0,206.0
7520.0,203.0
7539.0,153.0
7540.0,153.0
7559.0,110.0
7560.0,103.0
7579.0,76.0
7580.0,75.0
7599.0,52.0
7600.0,49.0
7619.0,25.0
7620.0,30.0
7639.0,17.0
7640.0,16.0
7659.0,7.0
7660.0,7.0
7679.0,3.0
7680.0,3.0
7699.0,2.0
7700.0,1.0
7719.0,1.0
7720.0,1.0
7739.0,201.0
7740.0,113.0
7759.0,187.0
7760.0,75.0
7779.0,789.0
7780.0,327.0
7799.0,18.0
7800.0,2.0
7819.0,188.0
7820.0,14.0
7839.0,1.0
7840.0,3.0
7859.0,433.0
7860.0,367.0
7879.0,5.0
7880.0,1931.0
7899.0,3.0
7900.0,3.0
7919.0,3.0
7920.0,56.0
7939.0,1407.0
7940.0,254.0
7959.0,93.0
7960.0,65.0
7979.0,17.0
7980.0,4.0
7999.0,509.0
8000.0,3.0
8019.0,5.0
8020.0,22.0
8039.0,1237.0
8040.0,41.0
8059.0,27.0
8060.0,132.0
8079.0,1450.0
8080.0,3.0
8099.0,1.0
8100.0,20.0
8119.0,62.0
8120.0,16.0
8139.0,10.0
8140.0,27.0
8159.0,749.0
8160.0,2060.0
8179.0,35136.0
8180.0,97.0
8199.0,46.0
8200.0,77.0
8219.0,577.0
8220.0,704.0
8239.0,62.0
8240.0,29.0
8259.0,936.0
8260.0,93.0
8279.0,245.0
8280.0,17.0
8299.0,698.0
8300.0,3.0
8319.0,8.0
8320.0,28.0
8339.0,43.0
8340.0,123.0
8359.0,166.0
8360.0,2247.0
8379.0,3.0
8380.0,2.0
8399.0,1.0
8400.0,21.0
8419.0,72.0
8420.0,25.0
8439.0,125.0
8440.0,23.0
8459.0,416.0
8460.0,552.0
8479.0,554.0
8480.0,9037.0
8499.0,248.0
8500.0,162.0
8519.0,6.0
8520.0,36.0
8539.0,5.0
8540.0,62.0
8559.0,636.0
8560.0,936.0
8579.0,66.0
8580.0,278.0
8599.0,210.0
8600.0,946.0
8619.0,170.0
8620.0,342.0
8639.0,76.0
8640.0,176.0
8659.0,6.0
8660.0,2.0
8679.0,132.0
8680.0,1654.0
8699.0,75.0
8700.0,37323.0
8719.0,74386.0
8720.0,80.0
8739.0,13.0
8740.0,2.0
8759.0,3084.0
8760.0,99.0
8779.0,99.0
8780.0,384.0
8799.0,23.0
8800.0,60.0
8819.0,280.0
8820.0,17.0
8839.0,25.0
8840.0,322.0
8859.0,1018.0
8860.0,91.0
8879.0,36.0
8880.0,2296.0
8899.0,0.0
8900.0,6.0
8919.0,72.0
8920.0,250.0
8939.0,17.0
8940.0,396.0
8959.0,9.0
8960.0,458.0
8979.0,1306.0
8980.0,491.0
8999.0,6.0
9000.0,12.0
9019.0,802.0
9020.0,727.0
9039.0,368.0
9040.0,3.0
9059.0,8.0
9060.0,3.0
9079.0,840.0
9080.0,50.0
9099.0,8.0
9100.0,2840.0
9119.0,84.0
9120.0,16.0
9139.0,1012.0
9140.0,6.0
9159.0,254.0
9160.0,146.0
9179.0,247.0
9180.0,128.0
9199.0,137.0
9200.0,6876.0
9219.0,64.0
9220.0,18.0
9239.0,11.0
9240.0,47.0
9259.0,1243.0
9260.0,91.0
9279.0,61.0
9280.0,237.0
9299.0,2279.0
9300.0,2046.0
9319.0,50871.0
9320.0,137.0
9339.0,101.0
9340.0,26.0
9359.0,16.0
9360.0,11.0
9379.0,3755.0
9380.0,131.0
9399.0,119.0
9400.0,457.0
9419.0,25.0
9420.0,66.0
9439.0,665.0
9440.0,381.0
9459.0,28.0
9460.0,30.0
9479.0,67801.0
9480.0,1018.0
9499.0,3240.0
9500.0,50.0
9519.0,68.0
9520.0,0.0
9539.0,5.0
9540.0,0.0
9559.0,184.0
9560.0,574.0
9579.0,407.0
9580.0,8271.0
9599.0,99.0
9600.0,91.0
9619.0,19.0
9620.0,12.0
9639.0,8.0
9640.0,6.0
9659.0,235.0
9660.0,58.0
9679.0,42.0
9680.0,12.0
9699.0,1075.0
9700.0,1638.0
9719.0,1187.0
9720.0,9478.0
9739.0,468.0
9740.0,274.0
9759.0,884.0
9760.0,2.0
9779.0,56.0
9780.0,13.0
9799.0,94.0
9800.0,298.0
9819.0,956.0
9820.0,129.0
9839.0,0.0
9840.0,1406.0
9859.0,485.0
9860.0,135.0
9879.0,4030.0
9880.0,96.0
9899.0,499.0
9900.0,48.0
9919.0,2139.0
9920.0,702.0
9939.0,9.0
9940.0,21.0
9959.0,1020.0
9960.0,1024.0
9979.0,438.0
9980.0,3.0
9999.0,8.0
10000.0,11.0
10019.0,1815.0
10020.0,1534.0
10039.0,5.0
10040.0,8.0
10059.0,188.0
10060.0,109.0
10079.0,108.0
10080.0,579.0
10099.0,106.0
10100.0,56.0
10119.0,937.0
10120.0,98.0
10139.0,920.0
10140.0,66.0
10159.0,548.0
10160.0,3432.0
10179.0,299.0
10180.0,774.0
10199.0,86.0
10200.0,76.0
10219.0,11899.0
10220.0,3.0
10239.0,81.0
10240.0,330.0
10259.0,1352.0
10260.0,44029.0
10279.0,41495.0
10280.0,630.0
10299.0,62.0
10300.0,424.0
10319.0,11750.0
10320.0,589.0
10339.0,7.0
10340.0,9.0
10359.0,15922.0
10360.0,10.0
10379.0,7.0
10380.0,1001.0
10399.0,2571.0
10400.0,11.0
10419.0,254.0
10420.0,146.0
10439.0,479.0
10440.0,136.0
10459.0,314.0
10460.0,16636.0
10479.0,174.0
10480.0,18.0
10499.0,15.0
10500.0,66.0
10519.0,180.0
10520.0,1255.0
10539.0,4.0
10540.0,107.0
10559.0,867.0
10560.0,186.0
10579.0,16.0
10580.0,4.0
10599.0,3235.0
10600.0,5717.0
10619.0,2178.0
10620.0,2.0
10639.0,5.0
10640.0,27.0
10659.0,1.0
10660.0,0.0
10679.0,10.0
10680.0,322.0
10699.0,1063.0
10700.0,119.0
10719.0,319.0
10720.0,0.0
10739.0,168.0
10740.0,204.0
10759.0,5237.0
10760.0,41.0
10779.0,315.0
10780.0,2032.0
10799.0,4162.0
10800.0,743.0
10819.0,2391.0
10820.0,3809.0
10839.0,197.0
10840.0,259.0
10859.0,459.0
10860.0,4.0
10879.0,320.0
10880.0,3508.0
10899.0,117.0
10900.0,77872.0
10919.0,110574.0
10920.0,190.0
10939.0,57.0
10940.0,2908.0
10959.0,174.0
10960.0,354.0
10979.0,236.0
10980.0,1720.0
10999.0,20.0
11000.0,1771.0
11019.0,754.0
11020.0,2.0
11039.0,49.0
11040.0,586.0
11059.0,323.0
11060.0,484.0
11079.0,303.0
11080.0,127.0
11099.0,83948.0
11100.0,175.0
11119.0,0.0
11120.0,0.0
11139.0,176.0
11140.0,1.0
11159.0,986.0
11160.0,428.0
11179.0,8044.0
11180.0,133.0
11199.0,3386.0
11200.0,712.0
11219.0,204.0
11220.0,1544.0
11239.0,47.0
11240.0,2495.0
11259.0,3116.0
11260.0,19.0
11279.0,384.0
11280.0,5147.0
11299.0,1885.0
11300.0,195.0
11319.0,1875.0
11320.0,1.0
11339.0,3.0
11340.0,990.0
11359.0,49.0
11360.0,653.0
11379.0,325.0
11380.0,488.0
11399.0,376.0
11400.0,167.0
11419.0,92506.0
11420.0,183.0
11439.0,0.0
11440.0,0.0
11459.0,176.0
11460.0,1.0
11479.0,1171.0
11480.0,439.0
11499.0,9056.0
11500.0,134.0
11519.0,3757.0
11520.0,712.0
11539.0,205.0
11540.0,1613.0
11559.0,47.0
11560.0,2617.0
11579.0,3333.0
11580.0,19.0
11599.0,430.0
11600.0,5370.0
11619.0,2039.0
11620.0,207.0
11639.0,1978.0
11640.0,1.0
11659.0,3.0
11660.0,990.0
11679.0,49.0
11680.0,757.0
11699.0,326.0
11700.0,489.0
11719.0,432.0
11720.0,182.0
11739.0,102987.0
11740.0,195.0
11759.0,0.0
11760.0,0.0
11779.0,180.0
11780.0,1.0
11799.0,1251.0
11800.0,466.0
11819.0,10360.0
11820.0,135.0
11839.0,4077.0
11840.0,712.0
11859.0,205.0
11860.0,1673.0
11879.0,53.0
11880.0,3139.0
11899.0,3483.0
11900.0,19.0
11919.0,483.0
11920.0,5550.0
11939.0,2179.0
11940.0,219.0
11959.0,2067.0
11960.0,1.0
11979.0,3.0
11980.0,990.0
11999.0,49.0
12000.0,902.0
12019.0,351.0
12020.0,326.0
12039.0,43.0
12040.0,456.0
12059.0,2493.0
12060.0,113833.0
12079.0,900.0
12080.0,0.0
12099.0,6596.0
12100.0,180.0
12119.0,361.0
12120.0,1320.0
12139.0,6.0
12140.0,11130.0
12159.0,4587.0
12160.0,4369.0
12179.0,100123.0
12180.0,214.0
12199.0,261.0
12200.0,58.0
12219.0,4.0
12220.0,3662.0
12239.0,232.0
12240.0,555.0
12259.0,266.0
12260.0,2402.0
12279.0,363.0
12280.0,22.0
12299.0,185.0
12300.0,1181.0
12319.0,673.0
12320.0,0.0
12339.0,146.0
12340.0,168.0
12359.0,142.0
12360.0,13010.0
12379.0,37505.0
12380.0,670.0
12399.0,18.0
12400.0,7944.0
12419.0,32.0
12420.0,82.0
12439.0,184.0
12440.0,1263.0
12459.0,5.0
12460.0,183.0
12479.0,1222.0
12480.0,350.0
12499.0,24.0
12500.0,4.0
12519.0,5364.0
12520.0,9191.0
12539.0,2843.0
12540.0,9.0
12559.0,1106.0
12560.0,6.0
12579.0,14.0
12580.0,7.0
12599.0,10.0
12600.0,7206.0
12619.0,254.0
12620.0,39.0
12639.0,579.0
12640.0,5183.0
12659.0,135.0
12660.0,113.0
12679.0,937.0
12680.0,98.0
12699.0,1953.0
12700.0,103.0
12719.0,1068.0
12720.0,13127.0
12739.0,37.0
12740.0,411.0
12759.0,2449.0
12760.0,210.0
12779.0,861.0
12780.0,22194.0
12799.0,1780.0
12800.0,45.0
12819.0,52.0
12820.0,15.0
12839.0,5311.0
12840.0,2738.0
12859.0,14.0
12860.0,20.0
12879.0,10.0
12880.0,16.0
12899.0,4417.0
12900.0,7497.0
12919.0,2.0
12920.0,141942.0
12939.0,424.0
12940.0,520.0
12959.0,3.0
12960.0,17369.0
12979.0,113.0
12980.0,13.0
12999.0,121.0
13000.0,1046.0
13019.0,3282.0
13020.0,319.0
13039.0,0.0
13040.0,4782.0
13059.0,781.0
13060.0,538.0
13079.0,3335.0
13080.0,8692.0
13099.0,40.0
13100.0,823.0
13119.0,730.0
13120.0,8.0
13139.0,18.0
13140.0,33.0
13159.0,8.0
13160.0,312.0
13179.0,270.0
13180.0,15.0
13199.0,81.0
13200.0,16.0
13219.0,3870.0
13220.0,5205.0
13239.0,1091.0
13240.0,12.0
13259.0,60733.0
13260.0,53.0
13279.0,588.0
13280.0,39.0
13299.0,51.0
13300.0,351.0
13319.0,1019.0
13320.0,1210.0
13339.0,171.0
13340.0,20346.0
13359.0,11.0
13360.0,28.0
13379.0,0.0
13380.0,1.0
13399.0,1855.0
13400.0,605.0
13419.0,1795.0
13420.0,921.0
13439.0,23.0
13440.0,3.0
13459.0,2349.0
13460.0,4965.0
13479.0,194.0
13480.0,36.0
13499.0,184.0
13500.0,0.0
13519.0,7.0
13520.0,314.0
13539.0,2528.0
13540.0,2.0
13559.0,11.0
13560.0,7.0
13579.0,73.0
13580.0,109.0
13599.0,3018.0
13600.0,1119.0
13619.0,5.0
13620.0,184.0
13639.0,609.0
13640.0,1276.0
13659.0,221.0
13660.0,154.0
13679.0,232.0
13680.0,75.0
13699.0,0.0
13700.0,362.0
13719.0,182.0
13720.0,1.0
13739.0,1761.0
13740.0,601.0
13759.0,19638.0
13760.0,136.0
13779.0,5819.0
13780.0,712.0
13799.0,378.0
13800.0,2011.0
13819.0,63.0
13820.0,5530.0
13839.0,4346.0
13840.0,19.0
13859.0,711.0
13860.0,6314.0
13879.0,4.0
13880.0,3651.0
13899.0,382.0
13900.0,32.0
13919.0,3112.0
13920.0,246.0
13939.0,14.0
13940.0,1326.0
13959.0,254.0
13960.0,146.0
13979.0,1693.0
13980.0,144.0
13999.0,819.0
14000.0,54588.0
14019.0,725.0
14020.0,18.0
14039.0,536.0
14040.0,32.0
14059.0,8.0
14060.0,184.0
14079.0,35.0
14080.0,5.0
14099.0,577.0
14100.0,1534.0
14119.0,92836.0
14120.0,46.0
14139.0,1318.0
14140.0,8928.0
14159.0,926.0
14160.0,3270.0
14179.0,24413.0
14180.0,1312.0
14199.0,12.0
14200.0,15.0
14219.0,19.0
14220.0,10.0
14239.0,258.0
14240.0,268.0
14259.0,45.0
14260.0,407.0
14279.0,103.0
14280.0,11.0
14299.0,226.0
14300.0,652.0
14319.0,9.0
14320.0,699.0
14339.0,1868.0
14340.0,6648.0
14359.0,172.0
14360.0,560.0
14379.0,577.0
14380.0,514.0
14399.0,621.0
14400.0,71.0
14419.0,18.0
14420.0,7213.0
14439.0,1309.0
14440.0,14.0
14459.0,1410.0
14460.0,1701.0
14479.0,651.0
14480.0,630.0
14499.0,272.0
14500.0,1661.0
14519.0,16585.0
14520.0,2979.0
14539.0,2173.0
14540.0,10512.0
14559.0,2777.0
14560.0,4123.0
14579.0,57.0
14580.0,3.0
14599.0,139.0
14600.0,12452.0
14619.0,20852.0
14620.0,7928.0
14639.0,1621.0
14640.0,2781.0
14659.0,5.0
14660.0,445.0
14679.0,298.0
14680.0,256.0
14699.0,1268.0
14700.0,51.0
14719.0,14041.0
14720.0,1148.0
14739.0,10.0
14740.0,122.0
14759.0,2190.0
14760.0,137.0
14779.0,45.0
14780.0,31.0
14799.0,283.0
14800.0,1300.0
14819.0,4661.0
14820.0,1712.0
14839.0,147.0
14840.0,9784.0
14859.0,2918.0
14860.0,769.0
14879.0,726.0
14880.0,61049.0
14899.0,1410.0
14900.0,92.0
14919.0,21019.0
14920.0,86.0
14939.0,1009.0
14940.0,67803.0
14959.0,8936.0
14960.0,26867.0
14979.0,4886.0
14980.0,331.0
14999.0,2665.0
15000.0,6.0
15019.0,10.0
15020.0,0.0
15039.0,19.0
15040.0,23.0
15059.0,713.0
15060.0,528.0
15079.0,363.0
15080.0,16.0
15099.0,14.0
15100.0,167.0
15119.0,397.0
15120.0,1232.0
15139.0,144.0
15140.0,393.0
15159.0,813.0
15160.0,5837.0
15179.0,299.0
15180.0,4465.0
15199.0,2613.0
15200.0,6.0
15219.0,1870.0
15220.0,3.0
15239.0,49.0
15240.0,2058.0
15259.0,511.0
15260.0,327.0
15279.0,45.0
15280.0,735.0
15299.0,2870.0
15300.0,203020.0
15319.0,998.0
15320.0,0.0
15339.0,5827.0
15340.0,15088.0
