date,value
01/02/2020,53.71
01/02/2020,48.3
01/02/2020,40.28
01/02/2020,62.16
01/02/2020,70.08
01/02/2020,60.05
01/02/2020,46.09
01/02/2020,56.81
01/02/2020,49.77
01/02/2020,61.51
01/02/2020,59.38
01/02/2020,55.35
01/02/2020,60.8
01/02/2020,50.28
01/02/2020,79.67
01/02/2020,63.04
01/02/2020,54.93
01/02/2020,53.86
01/02/2020,56.73
01/02/2020,50.27
01/02/2021,9.98
01/02/2021,31.2
01/02/2021,25.04
01/02/2021,26.82
01/02/2021,33.05
01/02/2021,30.52
01/02/2021,29.78
01/02/2021,21.3
01/02/2021,8.51
01/02/2021,12.18
01/02/2021,9.96
01/02/2021,1.7
01/02/2021,10.13
01/02/2021,25.57
01/02/2021,30.07
01/02/2021,11.49
01/02/2021,19.67
01/02/2021,38.43
01/02/2021,33.81
01/02/2021,3.13
01/02/2021,22.03
01/02/2021,19.27
01/02/2021,30.33
01/02/2021,24.09
01/02/2021,14.63
01/02/2021,20.41
01/02/2021,4.52
01/02/2021,32.42
01/02/2021,26.29
01/02/2021,15.1
01/02/2021,20.52
01/02/2021,22.98
01/02/2021,28.49
01/02/2021,32.88
01/02/2021,17.57
01/02/2021,6.34
01/02/2021,11.57
01/02/2021,9.94
01/02/2021,6.71
01/02/2021,33.79
01/02/2021,14.09
01/02/2021,23.51
01/02/2021,25.51
01/02/2021,32.45
01/02/2021,35.18
01/02/2021,15.55
01/02/2021,29.93
01/02/2021,22.16
01/02/2021,24.18
01/02/2021,29.45
01/02/2021,29.62
01/02/2021,31.93
01/02/2021,21.13
01/02/2021,23.63
01/02/2021,33.46
01/02/2021,17.67
01/02/2021,30.45
01/02/2021,29.51
01/02/2021,27.16
01/02/2021,22.4
01/02/2021,32.89
01/02/2021,39.73
01/02/2021,34.28
01/02/2021,20.47
01/02/2021,33.21
01/02/2021,31.6
01/02/2021,18.45
01/02/2021,32.84
01/02/2021,30.12
01/02/2021,26.25
01/02/2021,25.78
01/02/2021,26.34
01/02/2021,31.35
01/02/2021,32.34
01/02/2021,25.9
01/02/2021,28.11
01/02/2021,7.65
01/02/2022,28.84
01/02/2022,47.67
01/02/2022,49.94
01/02/2022,36.89
01/02/2022,36.38
01/02/2022,35.38
01/02/2022,37.85
01/02/2022,24.47
01/02/2022,30.27
01/02/2022,20.71
01/02/2022,28.04
01/02/2022,21.64
01/02/2022,30.72
01/02/2022,45.76
01/02/2022,55.13
01/02/2022,41.17
01/02/2022,42.48
01/02/2022,55.86
01/02/2022,51.03
01/02/2022,35.22
01/02/2022,49.33
01/02/2022,30.8
01/02/2022,48.8
01/02/2022,35.97
01/02/2022,30.5
01/02/2022,34.71
01/02/2022,24.56
01/02/2022,20.73
01/02/2022,40.75
01/02/2022,28.7
01/02/2022,31.45
01/02/2022,30.68
01/02/2022,46.54
01/02/2022,21.76
01/02/2022,21.57
01/02/2022,15.28
01/02/2022,14.25
01/02/2022,28.3
01/02/2022,28.38
01/02/2022,50.35
01/02/2022,38.54
01/02/2022,79.43
01/02/2022,60.89
01/02/2022,35.14
01/02/2022,43.62
01/02/2022,44.58
01/02/2022,45.6
01/02/2022,66.72
01/02/2022,51.68
01/02/2022,60.14
01/02/2022,45.81
01/02/2022,42.57
01/02/2022,42.53
01/02/2022,40.34
01/02/2022,36.74
01/02/2022,26.82
01/02/2022,73.65
01/02/2022,36.88
01/02/2022,39.33
01/02/2022,27.24
01/02/2022,56.29
01/02/2022,47.16
01/02/2022,50.27
01/02/2022,20.3
01/02/2022,41.09
01/02/2022,25.76
01/02/2022,35.12
01/02/2022,45.05
01/02/2022,27.39
01/02/2022,42.36
01/02/2022,51.27
01/02/2022,48.14
01/02/2022,32.97
01/02/2022,33.96
01/02/2022,35.38
01/02/2022,28.44
01/02/2022,19.44
01/02/2023,75.97
01/02/2023,65.23
01/02/2023,43.87
01/02/2023,75.26
01/02/2023,67.09
01/02/2023,56.35
01/02/2023,48.23
01/02/2023,58.82
01/02/2023,41.12
01/02/2023,45.03
01/02/2023,53.71
01/02/2023,45.45
01/02/2023,58.78
01/02/2023,53.83
01/02/2023,54.69
01/02/2023,42.12
01/02/2023,62.85
01/02/2023,48.44
01/02/2023,64.67
01/02/2023,39.87
01/02/2023,74.74
01/02/2023,54.42
01/02/2023,59.97
01/02/2023,44.74
01/02/2023,66.12
01/02/2023,46.08
01/02/2023,75.52
01/02/2023,60.89
01/02/2023,65.32
01/02/2023,65.23
01/02/2023,85.19
01/02/2023,57.37
01/02/2023,74.84
01/02/2023,56.35
01/02/2023,55.62
01/02/2023,44.2
01/02/2023,60.14
01/02/2023,79.57
01/02/2023,63.53
01/02/2023,56.3
01/02/2023,75.48
01/02/2023,78.48
01/02/2023,93.51
01/02/2023,75.63
01/02/2023,65.86
01/02/2023,58.6
01/02/2023,60.28
01/02/2023,60.4
01/02/2023,40.24
01/02/2023,72.18
01/02/2023,52.06
01/02/2023,51.62
01/02/2023,50.9
01/02/2023,67.46
01/02/2023,38.93
01/02/2023,42.06
01/02/2023,50.82
01/02/2023,57.84
01/02/2023,58.02
01/02/2023,76
01/02/2023,50.52
01/02/2023,53.61
01/02/2023,60.77
01/02/2023,50.31
01/02/2023,65.49
01/02/2023,33.3
01/02/2023,62.39
01/02/2023,44.61
01/02/2023,64.15
01/02/2023,68.17
01/02/2023,51.12
01/02/2023,38.39
01/02/2023,52.97
01/02/2023,39.82
01/02/2023,55.1
01/02/2023,38.09
01/02/2023,45.4
01/03/2019,84.4
01/03/2019,56.37
01/03/2019,68.83
01/03/2019,64.39
01/03/2019,78.55
01/03/2019,68.92
01/03/2019,64.64
01/03/2019,72.38
01/03/2019,67.52
01/03/2019,57.7
01/03/2019,67.25
01/03/2019,61.11
01/03/2019,60.15
01/03/2019,57.76
01/03/2019,65.29
01/03/2019,64.37
01/03/2019,84.63
01/03/2019,71.65
01/03/2019,61.58
01/03/2019,81.72
01/03/2019,70.57
01/03/2019,78.72
01/03/2019,62.09
01/03/2019,65
01/03/2019,73.54
01/03/2019,56.51
01/03/2019,85.51
01/03/2019,73.36
01/03/2019,81.81
01/03/2019,67.55
01/03/2019,67.47
01/03/2019,86.51
01/03/2019,54.73
01/03/2019,58.96
01/03/2019,77.75
01/03/2019,80.89
01/03/2019,76.34
01/03/2019,81.14
01/03/2019,76.57
01/03/2019,81.33
01/03/2019,53.36
01/03/2019,48.32
01/03/2019,65.76
01/03/2019,53.85
01/03/2019,55.86
01/03/2019,66.76
01/03/2019,59.56
01/03/2019,47.39
01/03/2019,56.45
01/03/2019,54.95
01/03/2019,62.89
01/03/2019,57.14
01/03/2019,45.38
01/03/2019,58.25
01/03/2019,51.89
01/03/2019,62.58
01/03/2019,63.14
01/03/2019,55.35
01/03/2019,62.02
01/03/2019,56.32
01/03/2019,55.19
01/03/2019,65.89
01/03/2019,66.41
01/03/2019,56.24
01/03/2019,59.07
01/03/2019,53.91
01/03/2019,59.45
01/03/2019,67.11
01/03/2019,59.47
01/03/2019,63.55
01/03/2019,56.83
01/03/2019,76.85
01/03/2019,66.27
01/03/2019,52.84
01/03/2019,58.78
01/03/2019,66.07
01/03/2019,54.95
01/03/2020,18.43
01/03/2020,19.78
01/03/2020,17.77
01/03/2020,13.1
01/03/2020,10.92
01/03/2020,19.98
01/03/2020,16.9
01/03/2020,8.63
01/03/2020,7.88
01/03/2020,6.81
01/03/2020,12.96
01/03/2020,11.48
01/03/2020,9.42
01/03/2020,21.6
01/03/2020,17.77
01/03/2020,21.56
01/03/2020,32.63
01/03/2020,26.05
01/03/2020,22.5
01/03/2020,20.45
01/03/2020,22.01
01/03/2020,25.13
01/03/2020,22.7
01/03/2020,24.63
01/03/2020,24.83
01/03/2020,20.84
01/03/2020,26.53
01/03/2020,19.88
01/03/2020,22.34
01/03/2020,16.21
01/03/2020,21.53
01/03/2020,24.94
01/03/2020,24.07
01/03/2020,20.17
01/03/2020,19.88
01/03/2020,20.1
01/03/2020,19.67
01/03/2020,22.31
01/03/2020,23.76
01/03/2020,20.93
01/03/2020,14.83
01/03/2020,22.58
01/03/2020,24.32
01/03/2020,17.54
01/03/2020,20.76
01/03/2020,32.47
01/03/2020,34.12
01/03/2020,22.83
01/03/2020,30.58
01/03/2020,17.89
01/03/2020,28.53
01/03/2020,23.6
01/03/2020,10.85
01/03/2020,11.83
01/03/2020,16.49
01/03/2020,14.85
01/03/2020,23.02
01/03/2020,11.07
01/03/2020,17.12
01/03/2020,12.06
01/03/2020,16.27
01/03/2020,20.34
01/03/2020,9.7
01/03/2020,9.88
01/03/2020,14.75
01/03/2020,14.32
01/03/2020,8.54
01/03/2020,15.52
01/03/2020,13.84
01/03/2020,10.92
01/03/2020,13.16
01/03/2020,12.08
01/03/2020,16.16
01/03/2020,13.44
01/03/2020,10.04
01/03/2020,9.42
01/03/2020,5.98
01/03/2021,14.87
01/03/2021,36.22
01/03/2021,33.19
01/03/2021,34.65
01/03/2021,36.73
01/03/2021,40.15
01/03/2021,34.43
01/03/2021,30.43
01/03/2021,12.14
01/03/2021,12.98
01/03/2021,11.23
01/03/2021,3.29
01/03/2021,15.39
01/03/2021,39.95
01/03/2021,35.16
01/03/2021,19.03
01/03/2021,35.34
01/03/2021,51.77
01/03/2021,36.62
01/03/2021,6.47
01/03/2021,38.07
01/03/2021,26.1
01/03/2021,35.8
01/03/2021,30.83
01/03/2021,30.68
01/03/2021,25.26
01/03/2021,10.86
01/03/2021,36.43
01/03/2021,32.71
01/03/2021,20.71
01/03/2021,28.38
01/03/2021,40.5
01/03/2021,43.36
01/03/2021,38.08
01/03/2021,22.39
01/03/2021,11.88
01/03/2021,17.08
01/03/2021,23.81
01/03/2021,8.74
01/03/2021,49.95
01/03/2021,21.35
01/03/2021,24.17
01/03/2021,25.69
01/03/2021,35.93
01/03/2021,37.51
01/03/2021,19.76
01/03/2021,35.18
01/03/2021,26.43
01/03/2021,25.8
01/03/2021,35.78
01/03/2021,35.47
01/03/2021,34.69
01/03/2021,21.14
01/03/2021,26.97
01/03/2021,42.34
01/03/2021,28.45
01/03/2021,40.78
01/03/2021,33.17
01/03/2021,36.52
01/03/2021,28.41
01/03/2021,35.58
01/03/2021,41.17
01/03/2021,52.4
01/03/2021,24.5
01/03/2021,30.03
01/03/2021,38.93
01/03/2021,21.25
01/03/2021,40.8
01/03/2021,33.45
01/03/2021,37.03
01/03/2021,36.65
01/03/2021,39.87
01/03/2021,34.13
01/03/2021,33.91
01/03/2021,27.17
01/03/2021,25.4
01/03/2021,20.27
01/03/2022,33.78
01/03/2022,48.75
01/03/2022,48.71
01/03/2022,37.38
01/03/2022,43.58
01/03/2022,41.45
01/03/2022,39.55
01/03/2022,32.37
01/03/2022,32.64
01/03/2022,23.29
01/03/2022,26.12
01/03/2022,22.54
01/03/2022,29.65
01/03/2022,43.96
01/03/2022,56.66
01/03/2022,41.12
01/03/2022,45.14
01/03/2022,63.31
01/03/2022,56.25
01/03/2022,41.8
01/03/2022,48.67
01/03/2022,45.45
01/03/2022,42.17
01/03/2022,32.8
01/03/2022,37.61
01/03/2022,32.25
01/03/2022,28.5
01/03/2022,22.46
01/03/2022,35.31
01/03/2022,32.75
01/03/2022,35.2
01/03/2022,28.49
01/03/2022,44.82
01/03/2022,24.55
01/03/2022,23.56
01/03/2022,20.32
01/03/2022,15.26
01/03/2022,30.98
01/03/2022,30.86
01/03/2022,53.38
01/03/2022,35.23
01/03/2022,68.71
01/03/2022,45.87
01/03/2022,36.52
01/03/2022,43.9
01/03/2022,39.82
01/03/2022,40.36
01/03/2022,59.71
01/03/2022,39.85
01/03/2022,54.36
01/03/2022,42.83
01/03/2022,39.16
01/03/2022,35.42
01/03/2022,32.51
01/03/2022,43.02
01/03/2022,29.57
01/03/2022,71.38
01/03/2022,37.66
01/03/2022,40.89
01/03/2022,33.14
01/03/2022,60.39
01/03/2022,45.4
01/03/2022,52.56
01/03/2022,28.8
01/03/2022,42.72
01/03/2022,27.31
01/03/2022,39.07
01/03/2022,55.03
01/03/2022,34.08
01/03/2022,44.72
01/03/2022,47.89
01/03/2022,42.33
01/03/2022,35.85
01/03/2022,35.62
01/03/2022,36.34
01/03/2022,24.63
01/03/2022,22.05
01/04/2019,87.91
01/04/2019,53.64
01/04/2019,63.34
01/04/2019,55.31
01/04/2019,77.55
01/04/2019,73.05
01/04/2019,66.13
01/04/2019,67.72
01/04/2019,67.74
01/04/2019,49.62
01/04/2019,66.42
01/04/2019,63.31
01/04/2019,60.57
01/04/2019,58.48
01/04/2019,63.41
01/04/2019,68.77
01/04/2019,79.3
01/04/2019,74.64
01/04/2019,47.04
01/04/2019,87.72
01/04/2019,63.8
01/04/2019,73.96
01/04/2019,60.49
01/04/2019,58.27
01/04/2019,80.61
01/04/2019,62.12
01/04/2019,86.2
01/04/2019,67.01
01/04/2019,78.31
01/04/2019,69.74
01/04/2019,74.12
01/04/2019,64.29
01/04/2019,62.78
01/04/2019,65.96
01/04/2019,69.47
01/04/2019,76.99
01/04/2019,85.47
01/04/2019,75.87
01/04/2019,74.86
01/04/2019,77.6
01/04/2019,48.53
01/04/2019,45.53
01/04/2019,69.82
01/04/2019,52.35
01/04/2019,51.76
01/04/2019,69.32
01/04/2019,57.23
01/04/2019,43.56
01/04/2019,46.78
01/04/2019,56.02
01/04/2019,65.72
01/04/2019,60.19
01/04/2019,33.74
01/04/2019,55.83
01/04/2019,53.96
01/04/2019,63.74
01/04/2019,59.02
01/04/2019,56.28
01/04/2019,61.76
01/04/2019,55.66
01/04/2019,57.12
01/04/2019,60.13
01/04/2019,65.1
01/04/2019,52.07
01/04/2019,55.97
01/04/2019,53.96
01/04/2019,57.13
01/04/2019,54.76
01/04/2019,55.06
01/04/2019,61.36
01/04/2019,58.04
01/04/2019,75.3
01/04/2019,64.35
01/04/2019,56.29
01/04/2019,60.71
01/04/2019,59.92
01/04/2019,47.3
01/04/2020,8.28
01/04/2020,0.09
01/04/2020,0.02
01/04/2020,1.26
01/04/2020,0
01/04/2020,1.34
01/04/2020,0.64
01/04/2020,0
01/04/2020,0
01/04/2020,0.24
01/04/2020,0
01/04/2020,1.13
01/04/2020,0
01/04/2020,2.33
01/04/2020,0
01/04/2020,0.01
01/04/2020,0
01/04/2020,0
01/04/2020,0
01/04/2020,1.54
01/04/2020,0
01/04/2020,0.25
01/04/2020,0
01/04/2020,0.02
01/04/2020,0
01/04/2020,0
01/04/2020,0.35
01/04/2020,0.24
01/04/2020,0.04
01/04/2020,0.13
01/04/2020,0.06
01/04/2020,0.1
01/04/2020,0.1
01/04/2020,0.05
01/04/2020,0.03
01/04/2020,0.09
01/04/2020,0.1
01/04/2020,1.4
01/04/2020,2
01/04/2020,0.1
01/04/2020,1.97
01/04/2020,1.14
01/04/2020,0.78
01/04/2020,2.07
01/04/2020,3.24
01/04/2020,2.94
01/04/2020,2.12
01/04/2020,0.86
01/04/2020,0.52
01/04/2020,1.37
01/04/2020,4.76
01/04/2020,2.08
01/04/2020,1.42
01/04/2020,2.48
01/04/2020,0.26
01/04/2020,0.31
01/04/2020,0
01/04/2020,0.12
01/04/2020,0.07
01/04/2020,0.05
01/04/2020,0.25
01/04/2020,0.04
01/04/2020,0.08
01/04/2020,0
01/04/2020,0.13
01/04/2020,0.04
01/04/2020,0
01/04/2020,0.07
01/04/2020,0
01/04/2020,0.02
01/04/2020,0
01/04/2020,0
01/04/2020,0.06
01/04/2020,0.06
01/04/2020,0
01/04/2020,0.08
01/04/2020,0
01/04/2021,10.27
01/04/2021,10.34
01/04/2021,17.28
01/04/2021,20.39
01/04/2021,9.72
01/04/2021,12.63
01/04/2021,10.83
01/04/2021,15.29
01/04/2021,5.42
01/04/2021,5.54
01/04/2021,4.17
01/04/2021,2.61
01/04/2021,7.27
01/04/2021,14.72
01/04/2021,20.28
01/04/2021,14.49
01/04/2021,11.43
01/04/2021,34.19
01/04/2021,30.46
01/04/2021,6.11
01/04/2021,40.74
01/04/2021,40.5
01/04/2021,35.16
01/04/2021,22.67
01/04/2021,30.84
01/04/2021,12.44
01/04/2021,13.42
01/04/2021,15.56
01/04/2021,25.76
01/04/2021,33.41
01/04/2021,31.57
01/04/2021,25.62
01/04/2021,20.1
01/04/2021,21.84
01/04/2021,13.55
01/04/2021,20.36
01/04/2021,9.57
01/04/2021,26.71
01/04/2021,7.24
01/04/2021,30.75
01/04/2021,5.83
01/04/2021,13.46
01/04/2021,10.76
01/04/2021,10.34
