date,ncumul_conf
10/09/2020,2798
10/09/2020,3571
10/09/2020,388
10/09/2020,1263
10/09/2020,518
10/09/2020,177
10/09/2020,626
10/09/2020,167
10/09/2020,26
10/09/2020,6789
10/09/2020,139
11/09/2020,1139
11/09/2020,2052
11/09/2020,1042
11/09/2020,283
11/09/2020,1097
11/09/2020,976
11/09/2020,139
11/09/2020,1403
11/09/2020,8609
11/09/2020,2447
11/09/2020,109
11/09/2020,7429
11/09/2020,108
11/09/2020,744
11/09/2020,2330
11/09/2020,2840
11/09/2020,3577
11/09/2020,392
11/09/2020,177
11/09/2020,1265
11/09/2020,524
11/09/2020,635
11/09/2020,168
11/09/2020,6877
11/09/2020,138
12/09/2020,1141
12/09/2020,2088
12/09/2020,
12/09/2020,1049
12/09/2020,284
12/09/2020,1101
12/09/2020,982
12/09/2020,139
12/09/2020,1410
12/09/2020,177
12/09/2020,8701
12/09/2020,2457
12/09/2020,111
12/09/2020,7483
12/09/2020,108
12/09/2020,2353
12/09/2020,2860
12/09/2020,392
12/09/2020,1265
12/09/2020,527
12/09/2020,640
12/09/2020,6953
13/09/2020,1141
13/09/2020,2121
13/09/2020,
13/09/2020,1049
13/09/2020,284
13/09/2020,1103
13/09/2020,986
13/09/2020,139
13/09/2020,1413
13/09/2020,177
13/09/2020,8803
13/09/2020,2464
13/09/2020,111
13/09/2020,7508
13/09/2020,108
13/09/2020,2366
13/09/2020,2875
13/09/2020,392
13/09/2020,527
13/09/2020,1272
13/09/2020,641
13/09/2020,7000
14/09/2020,1148
14/09/2020,2140
14/09/2020,1052
14/09/2020,284
14/09/2020,1111
14/09/2020,994
14/09/2020,139
14/09/2020,1435
14/09/2020,8933
14/09/2020,2483
14/09/2020,111
14/09/2020,7558
14/09/2020,108
14/09/2020,755
14/09/2020,2373
14/09/2020,2935
14/09/2020,3590
14/09/2020,404
14/09/2020,535
14/09/2020,177
14/09/2020,1274
14/09/2020,644
14/09/2020,168
14/09/2020,27
14/09/2020,151
14/09/2020,7019
15/09/2020,1149
15/09/2020,2166
15/09/2020,1053
15/09/2020,286
15/09/2020,1119
15/09/2020,1000
15/09/2020,139
15/09/2020,1454
15/09/2020,9093
15/09/2020,2491
15/09/2020,111
15/09/2020,7615
15/09/2020,108
15/09/2020,759
15/09/2020,2401
15/09/2020,2986
15/09/2020,3590
15/09/2020,408
15/09/2020,177
15/09/2020,536
15/09/2020,663
15/09/2020,1278
15/09/2020,168
15/09/2020,7070
16/09/2020,1153
16/09/2020,2195
16/09/2020,1055
16/09/2020,287
16/09/2020,1125
16/09/2020,1007
16/09/2020,139
16/09/2020,1482
16/09/2020,9236
16/09/2020,2511
16/09/2020,111
16/09/2020,7685
16/09/2020,109
16/09/2020,776
16/09/2020,2438
16/09/2020,3043
16/09/2020,1279
16/09/2020,3596
16/09/2020,409
16/09/2020,541
16/09/2020,665
16/09/2020,181
16/09/2020,169
16/09/2020,28
16/09/2020,7133
17/09/2020,1156
17/09/2020,2213
17/09/2020,1056
17/09/2020,289
17/09/2020,1138
17/09/2020,1011
17/09/2020,140
17/09/2020,1503
17/09/2020,9411
17/09/2020,2536
17/09/2020,112
17/09/2020,7744
17/09/2020,110
17/09/2020,783
17/09/2020,2460
17/09/2020,3086
17/09/2020,3604
17/09/2020,410
17/09/2020,1282
17/09/2020,544
17/09/2020,181
17/09/2020,677
17/09/2020,170
17/09/2020,31
17/09/2020,7218
17/09/2020,157
18/09/2020,1157
18/09/2020,2240
18/09/2020,1059
18/09/2020,292
18/09/2020,1148
18/09/2020,1015
18/09/2020,140
18/09/2020,1527
18/09/2020,9526
18/09/2020,2548
18/09/2020,112
18/09/2020,7806
18/09/2020,110
18/09/2020,792
18/09/2020,2488
18/09/2020,3144
18/09/2020,3608
18/09/2020,414
18/09/2020,544
18/09/2020,1289
18/09/2020,185
18/09/2020,689
18/09/2020,172
18/09/2020,31
18/09/2020,158
18/09/2020,7299
18/09/2020,139
19/09/2020,1157
19/09/2020,2277
19/09/2020,
19/09/2020,1064
19/09/2020,294
19/09/2020,1156
19/09/2020,1026
19/09/2020,140
19/09/2020,1535
19/09/2020,185
19/09/2020,9606
19/09/2020,2553
19/09/2020,113
19/09/2020,7854
19/09/2020,110
19/09/2020,2500
19/09/2020,3172
19/09/2020,414
19/09/2020,1291
19/09/2020,544
19/09/2020,690
19/09/2020,7342
20/09/2020,1160
20/09/2020,2293
20/09/2020,
20/09/2020,1064
20/09/2020,296
20/09/2020,1161
20/09/2020,1032
20/09/2020,141
20/09/2020,1541
20/09/2020,185
20/09/2020,9670
20/09/2020,2559
20/09/2020,113
20/09/2020,7878
20/09/2020,110
20/09/2020,2514
20/09/2020,3190
20/09/2020,414
20/09/2020,544
20/09/2020,1293
20/09/2020,690
20/09/2020,7396
21/09/2020,1162
21/09/2020,2300
21/09/2020,1065
21/09/2020,297
21/09/2020,1167
21/09/2020,1039
21/09/2020,141
21/09/2020,1567
21/09/2020,9762
21/09/2020,2575
21/09/2020,114
21/09/2020,7925
21/09/2020,810
21/09/2020,2524
21/09/2020,3241
21/09/2020,3618
21/09/2020,416
21/09/2020,551
21/09/2020,185
21/09/2020,692
21/09/2020,1293
21/09/2020,172
21/09/2020,161
21/09/2020,33
21/09/2020,7437
21/09/2020,140
22/09/2020,1165
22/09/2020,2330
22/09/2020,1067
22/09/2020,299
22/09/2020,1172
22/09/2020,1047
22/09/2020,142
22/09/2020,1583
22/09/2020,9898
22/09/2020,2589
22/09/2020,115
22/09/2020,7994
22/09/2020,116
22/09/2020,816
22/09/2020,2545
22/09/2020,3276
22/09/2020,3621
22/09/2020,417
22/09/2020,1296
22/09/2020,551
22/09/2020,693
22/09/2020,186
22/09/2020,174
22/09/2020,33
22/09/2020,7481
22/09/2020,141
23/09/2020,1167
23/09/2020,2343
23/09/2020,1070
23/09/2020,301
23/09/2020,1177
23/09/2020,1058
23/09/2020,142
23/09/2020,1593
23/09/2020,10019
23/09/2020,2607
23/09/2020,116
23/09/2020,8040
23/09/2020,117
23/09/2020,821
23/09/2020,2560
23/09/2020,3313
23/09/2020,3627
23/09/2020,423
23/09/2020,1296
23/09/2020,556
23/09/2020,188
23/09/2020,699
23/09/2020,36
23/09/2020,177
23/09/2020,7541
23/09/2020,141
24/09/2020,1174
24/09/2020,2351
24/09/2020,1072
24/09/2020,303
24/09/2020,1180
24/09/2020,1066
24/09/2020,143
24/09/2020,1605
24/09/2020,10100
24/09/2020,2622
24/09/2020,116
24/09/2020,8081
24/09/2020,119
24/09/2020,833
24/09/2020,2570
24/09/2020,3349
24/09/2020,3629
24/09/2020,424
24/09/2020,564
24/09/2020,188
24/09/2020,1299
24/09/2020,702
24/09/2020,177
24/09/2020,36
24/09/2020,7601
24/09/2020,141
25/09/2020,1176
25/09/2020,2368
25/09/2020,1073
25/09/2020,306
25/09/2020,1185
25/09/2020,1076
25/09/2020,144
25/09/2020,1614
25/09/2020,10184
25/09/2020,2628
25/09/2020,117
25/09/2020,8120
25/09/2020,119
25/09/2020,846
25/09/2020,2587
25/09/2020,3385
25/09/2020,3634
25/09/2020,429
25/09/2020,565
25/09/2020,189
25/09/2020,1302
25/09/2020,708
25/09/2020,36
25/09/2020,178
25/09/2020,165
25/09/2020,7667
25/09/2020,141
26/09/2020,1177
26/09/2020,2386
26/09/2020,
26/09/2020,1075
26/09/2020,310
26/09/2020,1195
26/09/2020,1087
26/09/2020,144
26/09/2020,1618
26/09/2020,189
26/09/2020,10235
26/09/2020,2633
26/09/2020,117
26/09/2020,8152
26/09/2020,119
26/09/2020,2593
26/09/2020,3410
26/09/2020,429
26/09/2020,567
26/09/2020,710
26/09/2020,1305
26/09/2020,7743
27/09/2020,1179
27/09/2020,2404
27/09/2020,
27/09/2020,1075
27/09/2020,311
27/09/2020,1088
27/09/2020,145
27/09/2020,1619
27/09/2020,193
27/09/2020,10264
27/09/2020,2637
27/09/2020,117
27/09/2020,8167
27/09/2020,119
27/09/2020,2598
27/09/2020,3427
27/09/2020,429
27/09/2020,567
27/09/2020,1309
27/09/2020,715
27/09/2020,7774
28/09/2020,1180
28/09/2020,2407
28/09/2020,1081
28/09/2020,313
28/09/2020,1201
28/09/2020,1097
28/09/2020,145
28/09/2020,1636
28/09/2020,10337
28/09/2020,2652
28/09/2020,117
28/09/2020,8202
28/09/2020,121
28/09/2020,861
28/09/2020,2604
28/09/2020,3476
28/09/2020,3637
28/09/2020,432
28/09/2020,1311
28/09/2020,570
28/09/2020,193
28/09/2020,718
28/09/2020,39
28/09/2020,180
28/09/2020,7793
28/09/2020,170
28/09/2020,141
29/09/2020,1182
29/09/2020,2422
29/09/2020,1086
29/09/2020,318
29/09/2020,1205
29/09/2020,1104
29/09/2020,146
29/09/2020,1661
29/09/2020,10423
29/09/2020,2666
29/09/2020,118
29/09/2020,8259
29/09/2020,122
29/09/2020,866
29/09/2020,2614
29/09/2020,3521
29/09/2020,3640
29/09/2020,433
29/09/2020,1312
29/09/2020,573
29/09/2020,194
29/09/2020,725
29/09/2020,181
29/09/2020,39
29/09/2020,7854
29/09/2020,142
30/09/2020,1189
30/09/2020,2438
30/09/2020,1095
30/09/2020,319
30/09/2020,1219
30/09/2020,1117
30/09/2020,148
30/09/2020,1684
30/09/2020,10502
30/09/2020,2692
30/09/2020,118
30/09/2020,8321
30/09/2020,123
30/09/2020,875
30/09/2020,2632
30/09/2020,3580
30/09/2020,3646
30/09/2020,441
30/09/2020,1317
30/09/2020,584
30/09/2020,199
30/09/2020,734
30/09/2020,184
30/09/2020,40
30/09/2020,7989
30/09/2020,179
30/09/2020,142
01/10/2020,1194
01/10/2020,2463
01/10/2020,1103
01/10/2020,326
01/10/2020,1229
01/10/2020,1144
01/10/2020,152
01/10/2020,1721
01/10/2020,10607
01/10/2020,2708
01/10/2020,119
01/10/2020,8395
01/10/2020,123
01/10/2020,885
01/10/2020,2648
01/10/2020,3639
01/10/2020,3651
01/10/2020,447
01/10/2020,1320
01/10/2020,593
01/10/2020,207
01/10/2020,740
01/10/2020,186
01/10/2020,41
01/10/2020,8086
01/10/2020,143
02/10/2020,1202
02/10/2020,2487
02/10/2020,1117
02/10/2020,327
02/10/2020,1239
02/10/2020,1158
02/10/2020,154
02/10/2020,1754
02/10/2020,10696
02/10/2020,2739
02/10/2020,120
02/10/2020,8456
02/10/2020,124
02/10/2020,893
02/10/2020,2664
02/10/2020,3716
02/10/2020,3661
02/10/2020,450
02/10/2020,602
02/10/2020,1326
02/10/2020,210
02/10/2020,754
02/10/2020,42
02/10/2020,186
02/10/2020,146
02/10/2020,8218
02/10/2020,185
03/10/2020,1204
03/10/2020,2513
03/10/2020,
03/10/2020,1122
03/10/2020,334
03/10/2020,1249
03/10/2020,1163
03/10/2020,156
03/10/2020,1778
03/10/2020,212
03/10/2020,10794
03/10/2020,2756
03/10/2020,123
03/10/2020,8523
03/10/2020,124
03/10/2020,2688
03/10/2020,3746
03/10/2020,467
03/10/2020,616
03/10/2020,1339
03/10/2020,765
03/10/2020,8317
04/10/2020,1212
04/10/2020,2539
04/10/2020,
04/10/2020,1122
04/10/2020,336
04/10/2020,1254
04/10/2020,1178
04/10/2020,159
04/10/2020,1785
04/10/2020,212
04/10/2020,10882
04/10/2020,2772
04/10/2020,126
04/10/2020,8560
04/10/2020,124
04/10/2020,2698
04/10/2020,3773
04/10/2020,484
04/10/2020,616
04/10/2020,772
04/10/2020,1346
04/10/2020,8517
05/10/2020,1224
05/10/2020,2550
05/10/2020,1129
05/10/2020,344
05/10/2020,1266
05/10/2020,1221
05/10/2020,161
05/10/2020,1861
05/10/2020,11014
05/10/2020,2807
05/10/2020,127
05/10/2020,8648
05/10/2020,916
05/10/2020,2714
05/10/2020,3883
05/10/2020,3682
05/10/2020,485
05/10/2020,1350
05/10/2020,642
05/10/2020,213
05/10/2020,781
05/10/2020,190
05/10/2020,43
05/10/2020,8558
05/10/2020,197
05/10/2020,151
06/10/2020,1236
06/10/2020,2588
06/10/2020,1153
06/10/2020,365
06/10/2020,1285
06/10/2020,1266
06/10/2020,171
06/10/2020,1912
06/10/2020,11168
06/10/2020,2868
06/10/2020,130
06/10/2020,8782
06/10/2020,132
06/10/2020,921
06/10/2020,2757
06/10/2020,3980
06/10/2020,3699
06/10/2020,510
06/10/2020,1356
06/10/2020,676
06/10/2020,222
06/10/2020,806
06/10/2020,191
06/10/2020,43
06/10/2020,8718
06/10/2020,151
07/10/2020,1252
07/10/2020,2634
07/10/2020,1169
07/10/2020,382
07/10/2020,1321
07/10/2020,1317
07/10/2020,177
07/10/2020,1990
07/10/2020,11361
07/10/2020,2971
07/10/2020,131
07/10/2020,8891
07/10/2020,145
07/10/2020,945
07/10/2020,2812
07/10/2020,4080
07/10/2020,3738
07/10/2020,536
07/10/2020,714
07/10/2020,1370
07/10/2020,830
07/10/2020,226
07/10/2020,44
07/10/2020,192
07/10/2020,8901
07/10/2020,165
08/10/2020,1270
08/10/2020,2684
08/10/2020,1191
08/10/2020,414
08/10/2020,1365
08/10/2020,1375
08/10/2020,186
08/10/2020,2059
08/10/2020,11558
08/10/2020,3066
08/10/2020,136
08/10/2020,9044
08/10/2020,150
08/10/2020,2870
08/10/2020,4205
08/10/2020,3778
08/10/2020,564
08/10/2020,1385
08/10/2020,770
08/10/2020,234
08/10/2020,866
08/10/2020,196
08/10/2020,47
08/10/2020,214
08/10/2020,9049
08/10/2020,167
09/10/2020,1290
09/10/2020,2762
09/10/2020,1217
09/10/2020,434
09/10/2020,1424
09/10/2020,1439
09/10/2020,195
09/10/2020,2156
09/10/2020,11768
09/10/2020,3205
09/10/2020,139
09/10/2020,9208
09/10/2020,160
09/10/2020,2936
09/10/2020,4344
09/10/2020,3818
09/10/2020,591
09/10/2020,241
09/10/2020,839
09/10/2020,1401
09/10/2020,902
09/10/2020,197
09/10/2020,52
09/10/2020,9284
09/10/2020,218
09/10/2020,173
10/10/2020,1302
10/10/2020,2907
10/10/2020,
10/10/2020,1244
10/10/2020,462
10/10/2020,1477
10/10/2020,1480
10/10/2020,199
10/10/2020,2195
10/10/2020,243
10/10/2020,11963
10/10/2020,3286
10/10/2020,144
10/10/2020,9374
10/10/2020,160
10/10/2020,2999
10/10/2020,4436
10/10/2020,619
10/10/2020,1412
10/10/2020,880
10/10/2020,902
10/10/2020,9553
11/10/2020,1323
11/10/2020,2976
11/10/2020,
11/10/2020,1259
11/10/2020,478
11/10/2020,1499
11/10/2020,1514
11/10/2020,204
11/10/2020,2221
11/10/2020,245
11/10/2020,12107
11/10/2020,3362
11/10/2020,148
11/10/2020,9453
11/10/2020,160
11/10/2020,3023
11/10/2020,4513
11/10/2020,662
11/10/2020,1428
11/10/2020,880
11/10/2020,917
11/10/2020,9763
12/10/2020,1379
12/10/2020,3066
12/10/2020,1281
12/10/2020,495
12/10/2020,1550
12/10/2020,1596
12/10/2020,211
12/10/2020,2409
12/10/2020,12362
12/10/2020,3591
12/10/2020,149
12/10/2020,9640
12/10/2020,169
12/10/2020,1029
12/10/2020,3068
12/10/2020,4790
12/10/2020,3907
12/10/2020,670
12/10/2020,1462
12/10/2020,974
12/10/2020,249
12/10/2020,926
12/10/2020,210
12/10/2020,73
12/10/2020,9936
12/10/2020,182
13/10/2020,1410
13/10/2020,3173
13/10/2020,1318
13/10/2020,549
13/10/2020,1629
13/10/2020,1658
13/10/2020,220
13/10/2020,2562
13/10/2020,12667
13/10/2020,3813
13/10/2020,170
13/10/2020,9942
13/10/2020,171
13/10/2020,1049
13/10/2020,3198
13/10/2020,5031
13/10/2020,3952
13/10/2020,700
13/10/2020,1029
13/10/2020,1483
13/10/2020,263
13/10/2020,974
13/10/2020,218
13/10/2020,83
13/10/2020,10166
13/10/2020,247
13/10/2020,184
14/10/2020,1466
14/10/2020,3310
14/10/2020,1347
14/10/2020,605
14/10/2020,1722
14/10/2020,1745
14/10/2020,233
14/10/2020,2755
14/10/2020,12987
14/10/2020,4112
14/10/2020,177
14/10/2020,10214
14/10/2020,191
14/10/2020,1085
14/10/2020,3340
14/10/2020,5307
14/10/2020,4054
14/10/2020,746
14/10/2020,1123
14/10/2020,1512
14/10/2020,267
14/10/2020,1029
14/10/2020,230
14/10/2020,92
14/10/2020,10394
14/10/2020,193
15/10/2020,1520
15/10/2020,3460
15/10/2020,1387
15/10/2020,679
15/10/2020,1852
15/10/2020,1851
15/10/2020,240
15/10/2020,2922
15/10/2020,13451
15/10/2020,4424
15/10/2020,192
15/10/2020,10480
15/10/2020,207
15/10/2020,1119
15/10/2020,3487
15/10/2020,5638
15/10/2020,4133
15/10/2020,792
15/10/2020,1521
15/10/2020,1242
15/10/2020,274
15/10/2020,1104
15/10/2020,104
15/10/2020,10734
16/10/2020,1581
16/10/2020,3621
16/10/2020,1416
16/10/2020,726
16/10/2020,1967
16/10/2020,1972
16/10/2020,248
16/10/2020,3118
16/10/2020,13829
16/10/2020,4820
16/10/2020,198
16/10/2020,10871
16/10/2020,221
16/10/2020,3642
16/10/2020,5939
16/10/2020,4245
16/10/2020,845
16/10/2020,1548
16/10/2020,1352
16/10/2020,294
16/10/2020,1150
16/10/2020,199
16/10/2020,117
16/10/2020,304
16/10/2020,11448
17/10/2020,1613
17/10/2020,3801
17/10/2020,
17/10/2020,1446
17/10/2020,797
17/10/2020,2042
17/10/2020,2039
17/10/2020,258
17/10/2020,3209
17/10/2020,302
17/10/2020,14151
17/10/2020,5103
17/10/2020,217
17/10/2020,11167
17/10/2020,221
17/10/2020,3765
17/10/2020,6149
17/10/2020,4341
17/10/2020,904
17/10/2020,1417
17/10/2020,1590
17/10/2020,1268
17/10/2020,11988
18/10/2020,1641
18/10/2020,4027
18/10/2020,
18/10/2020,1484
18/10/2020,832
18/10/2020,2107
18/10/2020,2095
18/10/2020,267
18/10/2020,3266
18/10/2020,305
18/10/2020,14506
18/10/2020,5303
18/10/2020,224
18/10/2020,11317
18/10/2020,221
18/10/2020,3855
18/10/2020,6307
18/10/2020,4491
18/10/2020,957
18/10/2020,1417
18/10/2020,1635
18/10/2020,1272
18/10/2020,12512
19/10/2020,1728
19/10/2020,4235
19/10/2020,1505
19/10/2020,865
19/10/2020,2254
19/10/2020,2305
19/10/2020,276
19/10/2020,3655
19/10/2020,15090
19/10/2020,5869
19/10/2020,235
19/10/2020,11673
19/10/2020,252
19/10/2020,1276
19/10/2020,3942
19/10/2020,6870
19/10/2020,4517
19/10/2020,962
19/10/2020,1596
19/10/2020,321
19/10/2020,1308
19/10/2020,343
19/10/2020,280
19/10/2020,148
19/10/2020,1667
19/10/2020,12717
19/10/2020,232
20/10/2020,1800
20/10/2020,4474
20/10/2020,290
20/10/2020,1541
20/10/2020,933
20/10/2020,2420
20/10/2020,2471
20/10/2020,287
20/10/2020,4005
20/10/2020,15775
20/10/2020,6427
20/10/2020,252
20/10/2020,12304
20/10/2020,1331
20/10/2020,4201
20/10/2020,7434
20/10/2020,4654
20/10/2020,1014
20/10/2020,1686
20/10/2020,336
20/10/2020,1466
20/10/2020,156
20/10/2020,13043
20/10/2020,376
20/10/2020,238
21/10/2020,1883
21/10/2020,4758
21/10/2020,309
21/10/2020,1602
21/10/2020,1013
21/10/2020,2601
21/10/2020,2682
21/10/2020,303
21/10/2020,4396
21/10/2020,16560
21/10/2020,7101
21/10/2020,282
21/10/2020,12848
21/10/2020,266
21/10/2020,1395
21/10/2020,4474
21/10/2020,8063
21/10/2020,4909
21/10/2020,1075
21/10/2020,1845
21/10/2020,1729
21/10/2020,1597
21/10/2020,366
21/10/2020,179
21/10/2020,14027
21/10/2020,404
21/10/2020,262
22/10/2020,1997
22/10/2020,5064
22/10/2020,315
22/10/2020,1694
22/10/2020,1078
22/10/2020,2794
22/10/2020,2873
22/10/2020,319
22/10/2020,4739
22/10/2020,17380
22/10/2020,7780
22/10/2020,324
22/10/2020,13615
22/10/2020,275
22/10/2020,1496
22/10/2020,4744
22/10/2020,8688
22/10/2020,5032
22/10/2020,1149
22/10/2020,389
22/10/2020,1961
22/10/2020,1804
22/10/2020,1762
22/10/2020,197
22/10/2020,430
22/10/2020,14804
23/10/2020,2119
23/10/2020,5556
23/10/2020,329
23/10/2020,1779
23/10/2020,1148
23/10/2020,3051
23/10/2020,3093
23/10/2020,335
23/10/2020,5142
23/10/2020,18397
23/10/2020,8534
23/10/2020,340
23/10/2020,14452
23/10/2020,282
23/10/2020,1596
23/10/2020,5010
23/10/2020,9332
23/10/2020,5327
23/10/2020,1212
23/10/2020,2066
23/10/2020,432
23/10/2020,1890
23/10/2020,1878
23/10/2020,212
23/10/2020,482
23/10/2020,15488
24/10/2020,2191
24/10/2020,6028
24/10/2020,
24/10/2020,1869
24/10/2020,1246
24/10/2020,3243
24/10/2020,3215
24/10/2020,357
24/10/2020,5283
24/10/2020,480
24/10/2020,19006
24/10/2020,9055
24/10/2020,365
24/10/2020,15054
24/10/2020,282
24/10/2020,5334
24/10/2020,9739
24/10/2020,5584
24/10/2020,1286
24/10/2020,2165
24/10/2020,1981
24/10/2020,2020
24/10/2020,222
24/10/2020,16242
25/10/2020,2254
25/10/2020,6323
25/10/2020,
25/10/2020,1917
25/10/2020,1380
25/10/2020,3331
25/10/2020,3302
25/10/2020,361
25/10/2020,5347
25/10/2020,518
25/10/2020,19559
25/10/2020,9431
25/10/2020,402
25/10/2020,15456
25/10/2020,282
25/10/2020,5491
25/10/2020,10034
25/10/2020,5840
25/10/2020,1354
25/10/2020,2165
25/10/2020,2074
25/10/2020,2062
25/10/2020,17313
26/10/2020,2391
26/10/2020,6812
26/10/2020,367
26/10/2020,2006
26/10/2020,1476
26/10/2020,3573
26/10/2020,3587
26/10/2020,375
26/10/2020,6041
26/10/2020,20815
26/10/2020,10315
26/10/2020,428
26/10/2020,16217
26/10/2020,340
26/10/2020,1871
26/10/2020,5771
26/10/2020,11034
26/10/2020,5987
26/10/2020,1403
26/10/2020,2443
26/10/2020,2212
26/10/2020,531
26/10/2020,239
26/10/2020,2103
26/10/2020,17791
26/10/2020,559
26/10/2020,335
27/10/2020,2515
27/10/2020,7299
27/10/2020,377
27/10/2020,2104
27/10/2020,1529
27/10/2020,3813
27/10/2020,4002
27/10/2020,393
27/10/2020,6571
27/10/2020,566
27/10/2020,22107
27/10/2020,11197
27/10/2020,450
27/10/2020,17412
27/10/2020,375
27/10/2020,1971
27/10/2020,6212
27/10/2020,11916
27/10/2020,6222
27/10/2020,1469
27/10/2020,2595
27/10/2020,2195
27/10/2020,266
27/10/2020,18488
27/10/2020,605
27/10/2020,344
28/10/2020,2651
28/10/2020,7905
28/10/2020,401
28/10/2020,2204
28/10/2020,1613
28/10/2020,4123
28/10/2020,4284
28/10/2020,405
28/10/2020,7016
28/10/2020,23402
28/10/2020,11965
28/10/2020,476
28/10/2020,18589
28/10/2020,381
28/10/2020,2104
28/10/2020,6672
28/10/2020,12731
28/10/2020,6530
28/10/2020,1544
28/10/2020,2758
28/10/2020,2274
28/10/2020,602
28/10/2020,2713
28/10/2020,279
28/10/2020,19511
28/10/2020,653
29/10/2020,2761
29/10/2020,8447
29/10/2020,428
29/10/2020,2307
29/10/2020,1746
29/10/2020,4473
29/10/2020,4657
29/10/2020,429
29/10/2020,7478
29/10/2020,24675
29/10/2020,12748
29/10/2020,513
29/10/2020,19595
29/10/2020,400
29/10/2020,2257
29/10/2020,7060
29/10/2020,13524
29/10/2020,6910
29/10/2020,1608
29/10/2020,2403
29/10/2020,2877
29/10/2020,640
29/10/2020,303
29/10/2020,692
29/10/2020,20873
30/10/2020,2938
30/10/2020,9245
30/10/2020,451
30/10/2020,2440
30/10/2020,1862
30/10/2020,4796
30/10/2020,4936
30/10/2020,462
30/10/2020,7963
30/10/2020,25838
30/10/2020,13551
30/10/2020,533
30/10/2020,20951
30/10/2020,414
30/10/2020,2410
30/10/2020,7449
30/10/2020,14336
30/10/2020,7256
30/10/2020,1674
30/10/2020,2993
30/10/2020,679
30/10/2020,2488
30/10/2020,3032
30/10/2020,321
30/10/2020,732
30/10/2020,21891
30/10/2020,423
31/10/2020,3058
31/10/2020,9932
31/10/2020,
31/10/2020,2465
31/10/2020,1985
31/10/2020,5065
31/10/2020,5156
31/10/2020,473
31/10/2020,8130
31/10/2020,730
31/10/2020,26703
31/10/2020,14019
31/10/2020,551
31/10/2020,21717
31/10/2020,414
31/10/2020,7818
31/10/2020,14735
31/10/2020,7660
31/10/2020,1776
31/10/2020,3142
31/10/2020,3177
31/10/2020,2576
31/10/2020,22946
01/11/2020,3117
01/11/2020,10450
01/11/2020,
01/11/2020,2498
01/11/2020,2129
01/11/2020,5204
01/11/2020,5283
01/11/2020,504
01/11/2020,8225
01/11/2020,757
01/11/2020,27526
01/11/2020,14337
01/11/2020,598
01/11/2020,22081
01/11/2020,414
01/11/2020,8103
01/11/2020,15034
01/11/2020,7892
01/11/2020,1814
01/11/2020,3142
01/11/2020,2653
01/11/2020,3228
01/11/2020,23845
02/11/2020,3294
02/11/2020,10961
02/11/2020,511
02/11/2020,2604
02/11/2020,2223
02/11/2020,5362
02/11/2020,5612
02/11/2020,518
02/11/2020,8921
02/11/2020,
02/11/2020,29122
02/11/2020,15187
02/11/2020,631
02/11/2020,22783
02/11/2020,433
02/11/2020,8355
02/11/2020,16048
02/11/2020,8225
02/11/2020,1845
02/11/2020,3384
02/11/2020,2723
02/11/2020,3372
02/11/2020,774
02/11/2020,354
02/11/2020,819
02/11/2020,24273
02/11/2020,486
03/11/2020,3431
03/11/2020,11606
03/11/2020,546
03/11/2020,2739
03/11/2020,2398
03/11/2020,5678
03/11/2020,5893
03/11/2020,539
03/11/2020,9436
03/11/2020,30496
03/11/2020,15868
03/11/2020,659
03/11/2020,23864
03/11/2020,455
03/11/2020,2899
03/11/2020,8820
03/11/2020,16884
03/11/2020,8480
03/11/2020,1895
03/11/2020,2800
03/11/2020,3481
03/11/2020,486
03/11/2020,3579
03/11/2020,828
03/11/2020,365
03/11/2020,851
03/11/2020,24731
04/11/2020,3562
04/11/2020,12419
04/11/2020,574
04/11/2020,2867
04/11/2020,2606
04/11/2020,6003
04/11/2020,6245
04/11/2020,585
04/11/2020,9894
04/11/2020,31879
04/11/2020,16409
04/11/2020,692
04/11/2020,25186
04/11/2020,468
04/11/2020,3066
04/11/2020,9316
04/11/2020,17659
04/11/2020,8858
04/11/2020,1967
04/11/2020,3577
04/11/2020,872
04/11/2020,2907
04/11/2020,3750
04/11/2020,389
04/11/2020,892
04/11/2020,25828
04/11/2020,529
05/11/2020,3666
05/11/2020,13298
05/11/2020,604
05/11/2020,2967
05/11/2020,2669
05/11/2020,6278
05/11/2020,6561
05/11/2020,603
05/11/2020,10216
05/11/2020,33124
05/11/2020,16955
05/11/2020,741
05/11/2020,26353
05/11/2020,486
05/11/2020,3234
05/11/2020,9775
05/11/2020,18299
05/11/2020,9310
05/11/2020,2062
05/11/2020,3684
05/11/2020,913
05/11/2020,3984
05/11/2020,3013
05/11/2020,401
05/11/2020,945
05/11/2020,27026
05/11/2020,541
06/11/2020,3769
06/11/2020,13973
06/11/2020,623
06/11/2020,3106
06/11/2020,2779
06/11/2020,6500
06/11/2020,6840
06/11/2020,629
06/11/2020,10681
06/11/2020,34296
06/11/2020,17413
06/11/2020,765
06/11/2020,27274
06/11/2020,518
06/11/2020,3414
06/11/2020,10173
06/11/2020,18921
06/11/2020,9682
06/11/2020,2133
06/11/2020,3765
06/11/2020,3076
06/11/2020,962
06/11/2020,4132
06/11/2020,401
06/11/2020,987
06/11/2020,28668
06/11/2020,554
07/11/2020,3819
07/11/2020,14684
07/11/2020,
07/11/2020,3207
07/11/2020,2813
07/11/2020,6691
07/11/2020,7039
07/11/2020,657
07/11/2020,10812
07/11/2020,997
07/11/2020,35138
07/11/2020,17678
07/11/2020,788
07/11/2020,27916
07/11/2020,518
